ano;Cod_Mun;n_fam_rua;pes_rf_ate_meio_sm;pes_insc_cadun;perc_rf_ate_meio_sm;Pes_PBF;Fam_PBF;MapSeq;F_CAD_EP;Fam_Aux;Fam_PBF_Aux;Fam_PBF_2;MapSeq_Aux;PCD_BPC;Ido_BPC;Pop_65_mais;Pop_2020;65_menos_Idoso_BPC
2019;3515707;84;42752;54163;78,9;25286.833333333332;8561.916666666666;3.0;8504.25;;8561.916666666666;;;1371.75;1284.0;13121.0;193037.0;11837.0
2020;3515707;105;45108;55362;81,5;26610.666666666668;8960.083333333334;3.0;9453.5;;8960.083333333334;;;1314.3333333333333;1392.8333333333333;13121.0;193037.0;11728.166666666666
2018;3515806;0;483;716;67,5;251.16666666666666;73.25;3.0;53.916666666666664;;73.25;;;35.0;4.0;283.0;1589.0;279.0
2019;3515806;0;435;661;65,8;221.83333333333334;69.25;3.0;60.916666666666664;;69.25;;;35.416666666666664;4.083333333333333;283.0;1589.0;278.9166666666667
2020;3515806;0;399;599;66,6;215.25;67.5;3.0;58.916666666666664;;67.5;;;34.0;4.583333333333333;283.0;1589.0;278.4166666666667
2018;3515905;0;713;1133;62,9;431.0;154.91666666666666;3.0;152.75;;154.91666666666666;;;45.333333333333336;22.666666666666668;556.0;2856.0;533.3333333333334
2019;3515905;0;709;1146;61,9;339.0;126.41666666666667;3.1666666666666665;136.33333333333334;;126.41666666666667;;;43.583333333333336;21.916666666666668;556.0;2856.0;534.0833333333334
2020;3515905;0;743;1177;63,1;301.25;104.41666666666667;4.0;151.91666666666666;;104.41666666666667;;;39.25;21.75;556.0;2856.0;534.25
2018;3516002;0;3285;3919;83,8;1929.5;682.1666666666666;3.0;686.9166666666666;;682.1666666666666;;;145.5;48.083333333333336;1451.0;12120.0;1402.9166666666667
2019;3516002;0;2866;3477;82,4;1736.75;620.8333333333334;3.0;647.1666666666666;;620.8333333333334;;;143.16666666666666;49.416666666666664;1451.0;12120.0;1401.5833333333333
2020;3516002;0;2885;3509;82,2;1775.1666666666667;622.9166666666666;3.0;616.6666666666666;;622.9166666666666;;;132.83333333333334;52.0;1451.0;12120.0;1399.0
2018;3516101;0;1306;1742;75;649.4166666666666;229.83333333333334;2.0;244.75;;229.83333333333334;;;29.666666666666668;30.0;402.0;2703.0;372.0
2019;3516101;2;1254;1808;69,4;598.5833333333334;230.25;2.0;248.83333333333334;;230.25;;;26.416666666666668;31.166666666666668;402.0;2703.0;370.8333333333333
2020;3516101;2;1318;1828;72,1;635.0;234.33333333333334;2.0;268.5;;234.33333333333334;;;21.416666666666668;25.416666666666668;402.0;2703.0;376.5833333333333
2018;3516200;355;44427;53695;82,7;21579.583333333332;6771.416666666667;4.0;5466.166666666667;;6771.416666666667;;;3392.6666666666665;2536.1666666666665;36062.0;342125.0;33525.833333333336
2019;3516200;451;47616;58998;80,7;21551.5;7074.833333333333;4.0;6544.583333333333;;7074.833333333333;;;3334.25;2550.3333333333335;36062.0;342125.0;33511.666666666664
2020;3516200;496;47177;58168;81,1;23991.5;7817.916666666667;4.0;7304.0;;7817.916666666667;;;3265.5833333333335;2588.5;36062.0;342125.0;33473.5
2018;3516309;111;60407;68537;88,1;38842.5;12743.083333333334;2.0;12267.416666666666;;12743.083333333334;;;1324.1666666666667;1238.0833333333333;11528.0;174403.0;10289.916666666666
2019;3516309;167;58994;68950;85,6;35316.583333333336;11824.666666666666;2.3333333333333335;12169.583333333334;;11824.666666666666;;;1376.25;1309.8333333333333;11528.0;174403.0;10218.166666666666
2020;3516309;193;62950;72741;86,5;37347.583333333336;12470.916666666666;2.25;13194.666666666666;;12470.916666666666;;;1389.1666666666667;1431.8333333333333;11528.0;174403.0;10096.166666666666
2018;3516408;74;34946;41401;84,4;22857.166666666668;7484.083333333333;3.0;7387.0;;7484.083333333333;;;818.9166666666666;861.4166666666666;10986.0;152201.0;10124.583333333334
2019;3516408;121;36118;43785;82,5;22315.083333333332;7452.416666666667;3.0;7901.583333333333;;7452.416666666667;;;872.6666666666666;953.1666666666666;10986.0;152201.0;10032.833333333334
2020;3516408;145;38453;45476;84,6;23300.583333333332;7803.583333333333;3.0;8694.25;;7803.583333333333;;;921.9166666666666;1080.1666666666667;10986.0;152201.0;9905.833333333334
2018;3516507;0;566;1098;51,5;208.16666666666666;58.333333333333336;4.0;31.333333333333332;;58.333333333333336;;;27.083333333333332;5.0;435.0;2684.0;430.0
2019;3516507;0;525;1022;51,4;190.0;56.916666666666664;4.0;39.333333333333336;;56.916666666666664;;;27.166666666666668;4.75;435.0;2684.0;430.25
2020;3516507;0;544;946;57,5;187.5;55.916666666666664;4.0;47.916666666666664;;55.916666666666664;;;23.5;4.083333333333333;435.0;2684.0;430.9166666666667
2018;3516606;8;1483;2219;66,8;536.75;156.5;4.0;83.41666666666667;;156.5;;;100.16666666666667;55.333333333333336;993.0;6563.0;937.6666666666666
2019;3516606;6;1422;2164;65,7;476.6666666666667;144.08333333333334;4.0;74.75;;144.08333333333334;;;91.08333333333333;50.5;993.0;6563.0;942.5
2020;3516606;5;1424;2029;70,2;470.9166666666667;147.66666666666666;4.0;67.83333333333333;;147.66666666666666;;;89.75;48.833333333333336;993.0;6563.0;944.1666666666666
2018;3516705;14;10830;13965;77,6;6297.666666666667;2033.75;3.0;1661.9166666666667;;2033.75;;;456.5833333333333;278.8333333333333;5656.0;42483.0;5377.166666666667
2019;3516705;15;10986;15423;71,2;5965.416666666667;2007.75;3.0;1661.5;;2007.75;;;442.0;272.8333333333333;5656.0;42483.0;5383.166666666667
2020;3516705;20;10889;15351;70,9;5999.75;1998.75;3.0;1610.6666666666667;;1998.75;;;443.3333333333333;267.5833333333333;5656.0;42483.0;5388.416666666667
2018;3516804;1;796;1203;66,2;339.9166666666667;101.33333333333333;4.0;67.58333333333333;;101.33333333333333;;;59.25;13.416666666666666;533.0;4768.0;519.5833333333334
2019;3516804;1;827;1247;66,3;315.5;96.25;4.0;60.0;;96.25;;;58.166666666666664;14.0;533.0;4768.0;519.0
2020;3516804;2;822;1158;71;304.6666666666667;95.75;4.0;63.916666666666664;;95.75;;;59.083333333333336;10.583333333333334;533.0;4768.0;522.4166666666666
2018;3516853;0;1101;1265;87;571.8333333333334;171.83333333333334;3.25;109.5;;171.83333333333334;;;24.75;14.333333333333334;426.0;4610.0;411.6666666666667
2019;3516853;0;1083;1247;86,8;523.75;161.08333333333334;3.5833333333333335;112.5;;161.08333333333334;;;18.583333333333332;13.666666666666666;426.0;4610.0;412.3333333333333
2020;3516853;0;972;1112;87,4;535.5;166.25;3.25;103.5;;166.25;;;13.583333333333334;8.5;426.0;4610.0;417.5
2018;3516903;4;1710;2575;66,4;856.1666666666666;285.0833333333333;4.0;225.0;;285.0833333333333;;;219.08333333333334;91.75;1502.0;10648.0;1410.25
2019;3516903;3;1742;2655;65,6;743.5;255.41666666666666;4.0;237.16666666666666;;255.41666666666666;;;211.91666666666666;91.25;1502.0;10648.0;1410.75
2020;3516903;4;1721;2691;64;832.0;281.8333333333333;4.0;253.08333333333334;;281.8333333333333;;;204.75;94.91666666666667;1502.0;10648.0;1407.0833333333333
2018;3517000;2;2353;2716;86,6;1187.8333333333333;386.0;3.0;347.75;;386.0;;;112.58333333333333;47.583333333333336;1259.0;10847.0;1211.4166666666667
2019;3517000;3;2630;3346;78,6;1391.8333333333333;490.9166666666667;3.0;506.0833333333333;;490.9166666666667;;;111.75;46.416666666666664;1259.0;10847.0;1212.5833333333333
2020;3517000;6;2560;3154;81,2;1489.1666666666667;529.75;3.0;522.6666666666666;;529.75;;;109.5;50.25;1259.0;10847.0;1208.75
2018;3517109;0;1485;1967;75,5;727.0833333333334;217.58333333333334;3.0;200.5;;217.58333333333334;;;52.5;22.583333333333332;621.0;4749.0;598.4166666666666
2019;3517109;1;1549;2032;76,2;700.75;231.33333333333334;3.0;245.0;;231.33333333333334;;;48.166666666666664;22.75;621.0;4749.0;598.25
2020;3517109;1;1581;1984;79,7;606.4166666666666;200.58333333333334;3.0;272.0833333333333;;200.58333333333334;;;45.5;24.083333333333332;621.0;4749.0;596.9166666666666
2018;3517208;2;2768;3705;74,7;1375.9166666666667;425.1666666666667;3.0833333333333335;354.5833333333333;;425.1666666666667;;;62.083333333333336;69.0;1167.0;11947.0;1098.0
2019;3517208;2;2761;3718;74,3;1285.0833333333333;401.4166666666667;3.3333333333333335;336.25;;401.4166666666667;;;66.66666666666667;62.583333333333336;1167.0;11947.0;1104.4166666666667
2020;3517208;2;2623;3450;76;1208.9166666666667;372.5833333333333;4.0;364.0833333333333;;372.5833333333333;;;75.0;57.083333333333336;1167.0;11947.0;1109.9166666666667
2018;3517307;0;2157;2445;88,2;1226.0833333333333;400.5833333333333;2.25;392.0833333333333;;400.5833333333333;;;70.41666666666667;28.916666666666668;664.0;5534.0;635.0833333333334
2019;3517307;0;2092;2361;88,6;1309.3333333333333;446.1666666666667;2.0;470.1666666666667;;446.1666666666667;;;68.25;31.583333333333332;664.0;5534.0;632.4166666666666
2020;3517307;0;2187;2429;90;1248.4166666666667;427.9166666666667;2.0;492.6666666666667;;427.9166666666667;;;69.41666666666667;38.083333333333336;664.0;5534.0;625.9166666666666
2018;3517406;17;7610;9141;83,3;4338.833333333333;1564.0;3.0;1259.5;;1564.0;;;484.9166666666667;236.0;4447.0;39061.0;4211.0
2019;3517406;21;7386;9008;82;4046.4166666666665;1493.5833333333333;3.1666666666666665;1311.5;;1493.5833333333333;;;476.4166666666667;249.75;4447.0;39061.0;4197.25
2020;3517406;24;7092;8524;83,2;4080.0833333333335;1497.6666666666667;3.25;1346.1666666666667;;1497.6666666666667;;;467.5;258.1666666666667;4447.0;39061.0;4188.833333333333
2018;3517505;2;2497;3432;72,8;1118.5;317.6666666666667;4.0;260.9166666666667;;317.6666666666667;;;152.5;210.33333333333334;2330.0;20848.0;2119.6666666666665
2019;3517505;2;2507;3440;72,9;1026.75;299.5;4.0;265.9166666666667;;299.5;;;148.66666666666666;207.08333333333334;2330.0;20848.0;2122.9166666666665
2020;3517505;4;2402;3281;73,2;1229.0;376.6666666666667;4.0;304.25;;376.6666666666667;;;144.75;208.91666666666666;2330.0;20848.0;2121.0833333333335
2018;3517604;3;7271;9330;77,9;3496.1666666666665;1028.5;3.0;721.6666666666666;;1028.5;;;612.5833333333334;177.58333333333334;1942.0;17775.0;1764.4166666666667
2019;3517604;6;7156;9215;77,7;3458.0;1053.1666666666667;3.0;800.5;;1053.1666666666667;;;593.8333333333334;188.08333333333334;1942.0;17775.0;1753.9166666666667
2020;3517604;4;7252;9006;80,5;3647.9166666666665;1143.5833333333333;3.0;854.75;;1143.5833333333333;;;578.25;184.0;1942.0;17775.0;1758.0
2018;3517703;0;4694;5370;87,4;3089.6666666666665;931.1666666666666;3.0;650.9166666666666;;931.1666666666666;;;251.16666666666666;43.833333333333336;2086.0;20824.0;2042.1666666666667
2019;3517703;0;4615;5312;86,9;2729.5833333333335;820.9166666666666;3.0;679.4166666666666;;820.9166666666666;;;262.0833333333333;45.083333333333336;2086.0;20824.0;2040.9166666666667
2020;3517703;0;4368;5004;87,3;2850.0833333333335;863.6666666666666;3.0;728.0833333333334;;863.6666666666666;;;258.25;49.083333333333336;2086.0;20824.0;2036.9166666666667
2018;3517802;0;2124;3577;59,4;894.5833333333334;277.5;4.0;189.83333333333334;;277.5;;;97.41666666666667;73.16666666666667;1302.0;8412.0;1228.8333333333333
2019;3517802;0;2166;3388;63,9;872.0833333333334;274.1666666666667;4.0;218.91666666666666;;274.1666666666667;;;92.58333333333333;67.66666666666667;1302.0;8412.0;1234.3333333333333
2020;3517802;1;2098;2952;71,1;956.5;300.75;3.25;248.41666666666666;;300.75;;;94.75;64.41666666666667;1302.0;8412.0;1237.5833333333333
2018;3517901;0;2669;3005;88,8;1760.3333333333333;594.6666666666666;3.0;578.25;;594.6666666666666;;;128.08333333333334;116.0;1177.0;10978.0;1061.0
2019;3517901;0;2764;3172;87,1;1751.9166666666667;612.9166666666666;3.0;596.5;;612.9166666666666;;;131.75;120.16666666666667;1177.0;10978.0;1056.8333333333333
2020;3517901;1;2728;3109;87,7;1633.0;565.8333333333334;3.0;611.0833333333334;;565.8333333333334;;;133.66666666666666;120.08333333333333;1177.0;10978.0;1056.9166666666667
2018;3518008;2;737;1242;59,3;304.0;112.16666666666667;3.0;85.25;;112.16666666666667;;;33.083333333333336;18.416666666666668;288.0;1922.0;269.5833333333333
2019;3518008;2;669;1164;57,5;277.75;100.25;3.0;86.16666666666667;;100.25;;;30.0;15.416666666666666;288.0;1922.0;272.5833333333333
2020;3518008;1;688;1201;57,3;274.8333333333333;97.08333333333333;3.0;92.91666666666667;;97.08333333333333;;;25.083333333333332;14.416666666666666;288.0;1922.0;273.5833333333333
2018;3518107;1;2294;2578;89;1545.5833333333333;522.5833333333334;2.0;576.4166666666666;;522.5833333333334;;;83.41666666666667;41.25;712.0;6477.0;670.75
2019;3518107;1;2315;2662;87;1484.3333333333333;520.0;2.0;571.4166666666666;;520.0;;;81.75;39.5;712.0;6477.0;672.5
2020;3518107;1;2390;2675;89,3;1294.8333333333333;453.9166666666667;2.0;600.5;;453.9166666666667;;;81.25;38.916666666666664;712.0;6477.0;673.0833333333334
2018;3518206;12;5299;6851;77,3;2398.5;681.9166666666666;4.0;297.9166666666667;;681.9166666666666;;;633.1666666666666;245.66666666666666;4050.0;32076.0;3804.3333333333335
2019;3518206;21;5476;7082;77,3;2320.3333333333335;665.75;4.0;335.8333333333333;;665.75;;;616.25;235.58333333333334;4050.0;32076.0;3814.4166666666665
2020;3518206;27;5577;7164;77,8;2504.75;728.5833333333334;4.0;388.0833333333333;;728.5833333333334;;;589.25;226.83333333333334;4050.0;32076.0;3823.1666666666665
2018;3518305;9;9632;11263;85,5;5887.25;1848.9166666666667;2.9166666666666665;1776.6666666666667;;1848.9166666666667;;;184.16666666666666;328.4166666666667;2874.0;29429.0;2545.5833333333335
2019;3518305;11;10099;12119;83,3;5901.166666666667;1896.5;2.6666666666666665;1940.0833333333333;;1896.5;;;190.41666666666666;335.25;2874.0;29429.0;2538.75
2020;3518305;11;10006;11813;84,7;5527.916666666667;1757.3333333333333;3.0;2112.0833333333335;;1757.3333333333333;;;190.25;354.0;2874.0;29429.0;2520.0
2018;3518404;85;17989;21214;84,8;9403.166666666666;2756.6666666666665;4.0;2372.25;;2756.6666666666665;;;954.5;927.5;13789.0;118345.0;12861.5
2019;3518404;96;19361;23572;82,1;9597.333333333334;2958.5;4.0;2858.3333333333335;;2958.5;;;943.5833333333334;918.9166666666666;13789.0;118345.0;12870.083333333334
2020;3518404;104;18779;22832;82,2;10777.583333333334;3391.1666666666665;4.0;3234.5833333333335;;3391.1666666666665;;;929.9166666666666;986.5;13789.0;118345.0;12802.5
2018;3518503;1;3388;4667;72,6;1824.9166666666667;559.0;3.0;364.75;;559.0;;;170.75;61.166666666666664;1342.0;15750.0;1280.8333333333333
2019;3518503;1;3235;4518;71,6;1513.75;457.5833333333333;3.3333333333333335;317.9166666666667;;457.5833333333333;;;175.75;65.5;1342.0;15750.0;1276.5
2020;3518503;1;3085;4106;75,1;1496.1666666666667;452.6666666666667;3.25;344.1666666666667;;452.6666666666667;;;168.41666666666666;67.91666666666667;1342.0;15750.0;1274.0833333333333
2018;3518602;5;6985;8097;86,3;4443.083333333333;1319.0833333333333;3.5833333333333335;1137.3333333333333;;1319.0833333333333;;;503.1666666666667;246.5;3157.0;39021.0;2910.5
2019;3518602;6;6894;8193;84,1;4227.666666666667;1261.0833333333333;3.9166666666666665;1143.9166666666667;;1261.0833333333333;;;481.0833333333333;218.41666666666666;3157.0;39021.0;2938.5833333333335
2020;3518602;8;6373;7556;84,3;4265.166666666667;1263.4166666666667;4.0;1112.3333333333333;;1263.4166666666667;;;457.5;203.33333333333334;3157.0;39021.0;2953.6666666666665
2018;3518701;189;48856;56868;85,9;29587.333333333332;9453.5;4.0;6414.333333333333;;9453.5;;;2672.4166666666665;2966.0;26756.0;316405.0;23790.0
2019;3518701;244;50054;60372;82,9;27262.0;8615.416666666666;4.0;6275.833333333333;;8615.416666666666;;;2674.0;2926.5;26756.0;316405.0;23829.5
2020;3518701;235;48246;58452;82,5;29561.0;9633.583333333334;4.0;6931.416666666667;;9633.583333333334;;;2588.4166666666665;2984.5833333333335;26756.0;316405.0;23771.416666666668
2018;3518800;777;247868;296946;83,5;130505.5;40154.333333333336;4.0;25316.0;;40154.333333333336;;;8270.166666666666;10667.583333333334;104221.0;1351275.0;93553.41666666667
2019;3518800;921;254859;313771;81,2;126776.66666666667;40068.333333333336;4.0;30787.083333333332;;40068.333333333336;;;8059.416666666667;10990.5;104221.0;1351275.0;93230.5
2020;3518800;976;273467;330959;82,6;146059.91666666666;47235.333333333336;3.1666666666666665;41095.083333333336;;47235.333333333336;;;7904.5;11559.333333333334;104221.0;1351275.0;92661.66666666667
2018;3518859;2;1894;2147;88,2;1227.6666666666667;362.4166666666667;3.0;298.8333333333333;;362.4166666666667;;;60.916666666666664;29.25;801.0;7440.0;771.75
2019;3518859;2;2090;2457;85,1;1253.5833333333333;400.6666666666667;3.0;389.4166666666667;;400.6666666666667;;;58.916666666666664;30.0;801.0;7440.0;771.0
2020;3518859;3;2068;2400;86,2;1310.3333333333333;431.9166666666667;3.0;460.1666666666667;;431.9166666666667;;;52.25;30.916666666666668;801.0;7440.0;770.0833333333334
2018;3518909;1;1539;1816;84,7;574.3333333333334;176.5;4.0;75.33333333333333;;176.5;;;59.166666666666664;11.25;607.0;5107.0;595.75
2019;3518909;1;1520;2007;75,7;547.4166666666666;168.33333333333334;4.0;69.25;;168.33333333333334;;;60.166666666666664;11.333333333333334;607.0;5107.0;595.6666666666666
2020;3518909;1;1595;2132;74,8;586.75;177.16666666666666;3.5833333333333335;82.83333333333333;;177.16666666666666;;;58.0;13.5;607.0;5107.0;593.5
2018;3519006;2;2359;2697;87,5;1413.4166666666667;425.25;3.0;319.3333333333333;;425.25;;;134.0;91.91666666666667;1012.0;9260.0;920.0833333333334
2019;3519006;2;2508;2907;86,3;1486.3333333333333;459.1666666666667;3.0;405.9166666666667;;459.1666666666667;;;131.91666666666666;91.33333333333333;1012.0;9260.0;920.6666666666666
2020;3519006;3;2503;2888;86,7;1602.6666666666667;505.6666666666667;3.0;472.25;;505.6666666666667;;;130.33333333333334;97.08333333333333;1012.0;9260.0;914.9166666666666
2018;3519055;1;792;1056;75;298.6666666666667;98.08333333333333;4.0;109.41666666666667;;98.08333333333333;;;33.5;44.916666666666664;1201.0;14493.0;1156.0833333333333
2019;3519055;1;806;1106;72,9;236.41666666666666;75.08333333333333;4.0;94.83333333333333;;75.08333333333333;;;30.166666666666668;44.5;1201.0;14493.0;1156.5
2020;3519055;2;863;1104;78,2;290.0833333333333;98.0;4.0;131.25;;98.0;;;32.083333333333336;48.166666666666664;1201.0;14493.0;1152.8333333333333
2018;3519071;18;47177;55338;85,3;30829.75;10412.0;3.0;11383.166666666666;;10412.0;;;1385.25;1778.6666666666667;16360.0;230268.0;14581.333333333334
2019;3519071;44;46610;56367;82,7;28575.0;9814.416666666666;3.0;10528.416666666666;;9814.416666666666;;;1428.0833333333333;1906.5;16360.0;230268.0;14453.5
2020;3519071;66;44988;53301;84,4;26358.0;8915.5;3.0;10181.416666666666;;8915.5;;;1413.9166666666667;2032.1666666666667;16360.0;230268.0;14327.833333333334
2018;3519105;11;2425;3137;77,3;1372.3333333333333;455.0833333333333;3.0;388.4166666666667;;455.0833333333333;;;74.5;105.25;1303.0;11306.0;1197.75
2019;3519105;11;2595;3526;73,6;1376.5;479.5;3.0;470.3333333333333;;479.5;;;74.91666666666667;105.5;1303.0;11306.0;1197.5
2020;3519105;16;3059;4165;73,4;1312.1666666666667;445.4166666666667;3.0;593.9166666666666;;445.4166666666667;;;73.66666666666667;105.66666666666667;1303.0;11306.0;1197.3333333333333
2018;3519204;1;1825;2284;79,9;1021.25;349.5833333333333;3.0;348.25;;349.5833333333333;;;75.16666666666667;56.833333333333336;904.0;6272.0;847.1666666666666
2019;3519204;1;1753;2210;79,3;845.25;290.8333333333333;3.0;293.1666666666667;;290.8333333333333;;;69.75;53.166666666666664;904.0;6272.0;850.8333333333334
2020;3519204;2;1814;2216;81,9;860.0;295.0;3.0;285.9166666666667;;295.0;;;66.0;52.333333333333336;904.0;6272.0;851.6666666666666
2018;3519253;2;2143;2539;84,4;1210.4166666666667;393.0;2.0;345.3333333333333;;393.0;;;59.583333333333336;27.916666666666668;557.0;6894.0;529.0833333333334
2019;3519253;3;1968;2375;82,9;1055.25;348.25;2.3333333333333335;318.8333333333333;;348.25;;;59.916666666666664;30.333333333333332;557.0;6894.0;526.6666666666666
2020;3519253;4;1952;2337;83,5;1025.5833333333333;343.0833333333333;2.25;357.5833333333333;;343.0833333333333;;;58.333333333333336;31.833333333333332;557.0;6894.0;525.1666666666666
2018;3519303;7;8159;8639;94,4;6146.583333333333;2011.25;3.0;2074.5;;2011.25;;;258.5;126.83333333333333;2682.0;34738.0;2555.1666666666665
2019;3519303;9;8401;9065;92,7;6216.166666666667;2067.0;3.0;1998.0833333333333;;2067.0;;;252.33333333333334;136.16666666666666;2682.0;34738.0;2545.8333333333335
2020;3519303;8;8183;8814;92,8;5702.0;1882.8333333333333;3.0;1884.5;;1882.8333333333333;;;253.75;140.75;2682.0;34738.0;2541.25
2018;3519402;3;2205;2730;80,8;1368.1666666666667;435.4166666666667;3.5;415.75;;435.4166666666667;;;105.91666666666667;130.25;1560.0;12059.0;1429.75
2019;3519402;5;2305;2869;80,3;1375.25;446.4166666666667;3.3333333333333335;390.75;;446.4166666666667;;;109.58333333333333;132.0;1560.0;12059.0;1428.0
2020;3519402;6;2179;2725;80;1354.9166666666667;440.25;3.25;376.0;;440.25;;;104.08333333333333;135.41666666666666;1560.0;12059.0;1424.5833333333333
2018;3519501;1;2867;3312;86,6;1785.8333333333333;604.3333333333334;2.0;664.0833333333334;;604.3333333333334;;;82.66666666666667;59.416666666666664;821.0;7509.0;761.5833333333334
2019;3519501;1;3036;3740;81,2;1932.3333333333333;690.6666666666666;2.0;726.4166666666666;;690.6666666666666;;;77.33333333333333;59.25;821.0;7509.0;761.75
2020;3519501;3;3120;3761;83;1834.25;641.25;2.0;831.9166666666666;;641.25;;;72.83333333333333;61.916666666666664;821.0;7509.0;759.0833333333334
2018;3519600;18;10687;12998;82,2;6076.5;1959.5;3.9166666666666665;1456.1666666666667;;1959.5;;;407.5;465.0833333333333;6318.0;58501.0;5852.916666666667
2019;3519600;30;10652;13482;79;5863.333333333333;1993.1666666666667;3.6666666666666665;1606.0;;1993.1666666666667;;;427.5;469.25;6318.0;58501.0;5848.75
2020;3519600;44;9880;12405;79,6;5422.166666666667;1856.8333333333333;4.0;1653.75;;1856.8333333333333;;;450.9166666666667;467.9166666666667;6318.0;58501.0;5850.083333333333
2018;3519709;31;16507;18135;91;10387.0;2884.6666666666665;3.0;2398.4166666666665;;2884.6666666666665;;;1030.1666666666667;889.75;7566.0;76430.0;6676.25
2019;3519709;45;18072;20660;87,5;10468.5;2970.9166666666665;3.0;2801.5;;2970.9166666666665;;;1016.9166666666666;869.75;7566.0;76430.0;6696.25
2020;3519709;63;17722;20416;86,8;11533.083333333334;3302.25;3.0;3025.5833333333335;;3302.25;;;990.1666666666666;909.0;7566.0;76430.0;6657.0
2018;3519808;5;1840;2468;74,6;1044.8333333333333;350.25;3.0;346.9166666666667;;350.25;;;74.91666666666667;74.0;803.0;8032.0;729.0
2019;3519808;4;1800;2480;72,6;1021.0833333333334;364.1666666666667;3.0;372.25;;364.1666666666667;;;77.75;73.5;803.0;8032.0;729.5
2020;3519808;1;1643;2216;74,1;923.5833333333334;330.3333333333333;3.0;355.6666666666667;;330.3333333333333;;;75.0;83.33333333333333;803.0;8032.0;719.6666666666666
2018;3519907;0;2657;3305;80,4;1204.25;410.25;3.0;358.8333333333333;;410.25;;;184.91666666666666;90.75;1032.0;7921.0;941.25
2019;3519907;1;2677;3377;79,3;1177.5;427.6666666666667;3.0;429.5;;427.6666666666667;;;174.58333333333334;91.75;1032.0;7921.0;940.25
2020;3519907;1;2787;3394;82,1;1212.9166666666667;443.75;3.0;483.25;;443.75;;;169.0;89.75;1032.0;7921.0;942.25
2018;3520004;5;6347;7077;89,7;4118.583333333333;1277.6666666666667;3.0;1200.25;;1277.6666666666667;;;222.16666666666666;140.25;2183.0;24135.0;2042.75
2019;3520004;4;6516;7340;88,8;4285.333333333333;1402.5833333333333;3.0;1337.4166666666667;;1402.5833333333333;;;219.83333333333334;135.0;2183.0;24135.0;2048.0
2020;3520004;4;6565;7347;89,4;4024.1666666666665;1320.0833333333333;3.0;1438.3333333333333;;1320.0833333333333;;;217.75;125.25;2183.0;24135.0;2057.75
2018;3520103;0;4939;5684;86,9;2014.8333333333333;572.25;4.0;253.25;;572.25;;;219.83333333333334;142.83333333333334;3406.0;29456.0;3263.1666666666665
2019;3520103;4;5126;5921;86,6;2056.3333333333335;604.1666666666666;4.0;320.25;;604.1666666666666;;;246.41666666666666;145.33333333333334;3406.0;29456.0;3260.6666666666665
2020;3520103;4;5160;5917;87,2;2268.8333333333335;669.0;4.0;376.1666666666667;;669.0;;;245.5;145.25;3406.0;29456.0;3260.75
2018;3520202;7;3483;4042;86,2;2166.5;667.4166666666666;2.0833333333333335;536.6666666666666;;667.4166666666666;;;68.83333333333333;131.91666666666666;1066.0;9312.0;934.0833333333334
2019;3520202;9;3402;4046;84,1;1934.6666666666667;615.0;2.8333333333333335;530.0;;615.0;;;66.91666666666667;120.41666666666667;1066.0;9312.0;945.5833333333334
2020;3520202;9;3099;3625;85,5;1860.5;585.0833333333334;3.0;521.4166666666666;;585.0833333333334;;;69.58333333333333;116.33333333333333;1066.0;9312.0;949.6666666666666
2018;3520301;10;12642;14405;87,8;8568.083333333334;2623.0;2.0;2138.5;;2623.0;;;533.25;499.4166666666667;3895.0;29465.0;3395.5833333333335
2019;3520301;15;12554;14578;86,1;8236.25;2609.6666666666665;2.0;2147.8333333333335;;2609.6666666666665;;;556.75;514.5833333333334;3895.0;29465.0;3380.4166666666665
2020;3520301;18;12612;14833;85;8108.5;2573.0;2.0;2140.9166666666665;;2573.0;;;549.75;540.5833333333334;3895.0;29465.0;3354.4166666666665
2018;3520400;9;4648;6469;71,9;1697.8333333333333;488.1666666666667;4.0;301.4166666666667;;488.1666666666667;;;251.08333333333334;328.1666666666667;2463.0;33470.0;2134.8333333333335
2019;3520400;20;5506;7627;72,2;1943.0;607.6666666666666;4.0;501.0833333333333;;607.6666666666666;;;246.25;333.1666666666667;2463.0;33470.0;2129.8333333333335
2020;3520400;28;5637;7487;75,3;2434.9166666666665;820.8333333333334;4.0;696.5833333333334;;820.8333333333334;;;239.41666666666666;332.8333333333333;2463.0;33470.0;2130.1666666666665
2018;3520426;3;5415;7630;71;2630.4166666666665;797.0833333333334;2.0;758.25;;797.0833333333334;;;95.41666666666667;186.41666666666666;1583.0;10296.0;1396.5833333333333
2019;3520426;7;5605;7622;73,5;2546.5;785.5;2.1666666666666665;751.5;;785.5;;;90.25;196.25;1583.0;10296.0;1386.75
2020;3520426;7;5396;6981;77,3;2643.9166666666665;829.75;2.25;814.0833333333334;;829.75;;;83.83333333333333;203.16666666666666;1583.0;10296.0;1379.8333333333333
2018;3520442;7;3742;5385;69,5;1354.6666666666667;383.25;4.0;226.83333333333334;;383.25;;;230.16666666666666;157.5;3665.0;25748.0;3507.5
2019;3520442;11;3704;5630;65,8;1152.4166666666667;330.0;4.0;228.58333333333334;;330.0;;;218.08333333333334;146.16666666666666;3665.0;25748.0;3518.8333333333335
2020;3520442;11;3648;5326;68,5;1270.5833333333333;373.75;4.0;245.75;;373.75;;;220.16666666666666;138.0;3665.0;25748.0;3527.0
