ano;Cod_Mun;n_fam_rua;pes_rf_ate_meio_sm;pes_insc_cadun;perc_rf_ate_meio_sm;Pes_PBF;Fam_PBF;MapSeq;F_CAD_EP;Fam_Aux;Fam_PBF_Aux;Fam_PBF_2;MapSeq_Aux;PCD_BPC;Ido_BPC;Pop_65_mais;Pop_2020;65_menos_Idoso_BPC
2019;3544251;4;5021;6505;77,2;2575.75;868.8333333333334;3.0;704.6666666666666;;868.8333333333334;;;182.66666666666666;129.0;2109.0;18387.0;1980.0
2020;3544251;4;4973;6340;78,4;2788.4166666666665;948.0;3.0;783.75;;948.0;;;181.25;123.58333333333333;2109.0;18387.0;1985.4166666666667
2018;3544301;7;3532;4063;86,9;2066.1666666666665;650.25;2.9166666666666665;574.75;;650.25;;;117.33333333333333;70.0;943.0;10642.0;873.0
2019;3544301;9;3506;4173;84;2060.6666666666665;684.75;2.75;646.1666666666666;;684.75;;;108.0;72.66666666666667;943.0;10642.0;870.3333333333334
2020;3544301;10;3363;3894;86,4;1890.0;621.25;3.0;680.1666666666666;;621.25;;;104.5;77.33333333333333;943.0;10642.0;865.6666666666666
2018;3544400;1;1031;1473;70;451.9166666666667;148.83333333333334;3.0;152.41666666666666;;148.83333333333334;;;27.166666666666668;11.333333333333334;299.0;3106.0;287.6666666666667
2019;3544400;1;1022;1501;68,1;422.4166666666667;143.25;3.0;158.33333333333334;;143.25;;;25.333333333333332;8.916666666666666;299.0;3106.0;290.0833333333333
2020;3544400;1;1061;1444;73,5;375.4166666666667;126.66666666666667;3.0;155.58333333333334;;126.66666666666667;;;26.416666666666668;9.25;299.0;3106.0;289.75
2018;3544509;2;685;1045;65,6;241.75;72.33333333333333;4.0;52.833333333333336;;72.33333333333333;;;36.25;14.166666666666666;527.0;2989.0;512.8333333333334
2019;3544509;2;698;1092;63,9;225.58333333333334;70.66666666666667;4.0;57.75;;70.66666666666667;;;35.833333333333336;13.833333333333334;527.0;2989.0;513.1666666666666
2020;3544509;1;717;1075;66,7;271.25;80.75;4.0;68.66666666666667;;80.75;;;35.166666666666664;16.75;527.0;2989.0;510.25
2018;3544608;1;1759;2355;74,7;948.6666666666666;294.4166666666667;3.0;271.8333333333333;;294.4166666666667;;;60.25;43.333333333333336;780.0;5468.0;736.6666666666666
2019;3544608;1;1637;2232;73,3;979.0;320.75;3.0;294.5833333333333;;320.75;;;60.166666666666664;43.416666666666664;780.0;5468.0;736.5833333333334
2020;3544608;0;1588;2089;76;871.5;283.9166666666667;3.0;307.0;;283.9166666666667;;;57.416666666666664;43.75;780.0;5468.0;736.25
2018;3544707;1;907;1274;71,2;446.25;172.91666666666666;2.4166666666666665;169.83333333333334;;172.91666666666666;;;26.666666666666668;13.166666666666666;357.0;2362.0;343.8333333333333
2019;3544707;1;855;1244;68,7;371.0833333333333;139.08333333333334;3.0;147.66666666666666;;139.08333333333334;;;23.25;15.333333333333334;357.0;2362.0;341.6666666666667
2020;3544707;1;853;1161;73,5;393.3333333333333;140.66666666666666;3.0;150.0;;140.66666666666666;;;19.083333333333332;15.916666666666666;357.0;2362.0;341.0833333333333
2018;3544806;0;1859;2359;78,8;1188.75;436.0;2.3333333333333335;444.75;;436.0;;;59.583333333333336;57.333333333333336;824.0;6050.0;766.6666666666666
2019;3544806;1;1985;2657;74,7;1178.8333333333333;450.75;2.0833333333333335;486.5;;450.75;;;61.083333333333336;54.916666666666664;824.0;6050.0;769.0833333333334
2020;3544806;1;2006;2676;75;1046.9166666666667;396.4166666666667;3.0;511.0833333333333;;396.4166666666667;;;61.0;51.75;824.0;6050.0;772.25
2018;3544905;3;1788;2285;78,2;979.5;295.6666666666667;4.0;204.08333333333334;;295.6666666666667;;;90.0;54.916666666666664;1423.0;11518.0;1368.0833333333333
2019;3544905;4;1847;2391;77,2;996.9166666666666;301.4166666666667;4.0;224.25;;301.4166666666667;;;90.75;56.166666666666664;1423.0;11518.0;1366.8333333333333
2020;3544905;4;1867;2366;78,9;884.1666666666666;264.5;4.0;258.25;;264.5;;;89.33333333333333;55.25;1423.0;11518.0;1367.75
2018;3545001;5;5197;5685;91,4;2947.5833333333335;840.6666666666666;3.0;404.4166666666667;;840.6666666666666;;;196.33333333333334;199.33333333333334;1721.0;16838.0;1521.6666666666667
2019;3545001;5;5052;5648;89,4;2694.5833333333335;779.6666666666666;3.0;378.1666666666667;;779.6666666666666;;;190.75;194.91666666666666;1721.0;16838.0;1526.0833333333333
2020;3545001;5;5137;5757;89,2;2697.6666666666665;777.9166666666666;3.0;387.8333333333333;;777.9166666666666;;;180.91666666666666;200.5;1721.0;16838.0;1520.5
2018;3545100;0;1720;2024;85;1010.8333333333334;352.3333333333333;2.6666666666666665;335.75;;352.3333333333333;;;71.16666666666667;31.416666666666668;666.0;5117.0;634.5833333333334
2019;3545100;0;1718;2072;82,9;896.1666666666666;311.5833333333333;3.0;311.9166666666667;;311.5833333333333;;;70.58333333333333;26.166666666666668;666.0;5117.0;639.8333333333334
2020;3545100;0;1657;1935;85,6;767.0833333333334;256.5833333333333;3.0;303.0;;256.5833333333333;;;65.25;29.083333333333332;666.0;5117.0;636.9166666666666
2018;3545159;2;703;867;81,1;360.9166666666667;99.08333333333333;4.0;83.58333333333333;;99.08333333333333;;;13.666666666666666;24.75;1043.0;7860.0;1018.25
2019;3545159;1;748;948;78,9;301.9166666666667;89.0;4.0;83.41666666666667;;89.0;;;12.333333333333334;24.583333333333332;1043.0;7860.0;1018.4166666666666
2020;3545159;2;766;955;80,2;261.4166666666667;76.33333333333333;4.0;98.66666666666667;;76.33333333333333;;;11.666666666666666;24.833333333333332;1043.0;7860.0;1018.1666666666666
2018;3545209;78;12846;17920;71,7;7179.75;2256.9166666666665;4.0;2097.0;;2256.9166666666665;;;717.3333333333334;915.9166666666666;11054.0;115372.0;10138.083333333334
2019;3545209;85;13256;18351;72,2;6653.333333333333;2147.5833333333335;4.0;2242.4166666666665;;2147.5833333333335;;;697.25;907.5;11054.0;115372.0;10146.5
2020;3545209;102;14005;18450;75,9;7318.75;2357.1666666666665;4.0;2522.1666666666665;;2357.1666666666665;;;679.5833333333334;914.25;11054.0;115372.0;10139.75
2018;3545308;9;9730;11593;83,9;5434.833333333333;1529.25;3.0;1088.75;;1529.25;;;349.6666666666667;319.9166666666667;4407.0;44223.0;4087.0833333333335
2019;3545308;12;9945;12145;81,9;5040.083333333333;1484.5;3.1666666666666665;1175.6666666666667;;1484.5;;;364.25;353.25;4407.0;44223.0;4053.75
2020;3545308;9;9835;11816;83,2;5221.5;1532.0833333333333;3.25;1223.6666666666667;;1532.0833333333333;;;379.3333333333333;379.9166666666667;4407.0;44223.0;4027.0833333333335
2018;3545407;5;2758;3409;80,9;1482.3333333333333;437.6666666666667;3.0;285.0833333333333;;437.6666666666667;;;157.75;122.08333333333333;1181.0;9095.0;1058.9166666666667
2019;3545407;7;2800;3484;80,4;1413.8333333333333;426.0;3.0;309.25;;426.0;;;151.83333333333334;123.0;1181.0;9095.0;1058.0
2020;3545407;7;2760;3413;80,9;1472.6666666666667;455.0;3.0;348.0;;455.0;;;144.33333333333334;123.58333333333333;1181.0;9095.0;1057.4166666666667
2018;3545506;0;1173;1419;82,7;686.0;234.83333333333334;3.0;231.83333333333334;;234.83333333333334;;;25.25;17.416666666666668;359.0;4211.0;341.5833333333333
2019;3545506;0;1130;1400;80,7;638.25;221.33333333333334;3.0;230.16666666666666;;221.33333333333334;;;24.0;16.666666666666668;359.0;4211.0;342.3333333333333
2020;3545506;0;1169;1395;83,8;681.4166666666666;230.41666666666666;3.0;242.25;;230.41666666666666;;;23.333333333333332;14.083333333333334;359.0;4211.0;344.9166666666667
2018;3545605;0;3065;4986;61,5;1722.0;568.25;3.0;506.9166666666667;;568.25;;;91.83333333333333;68.75;1814.0;14892.0;1745.25
2019;3545605;0;3108;5090;61,1;1663.4166666666667;573.6666666666666;3.0;527.5;;573.6666666666666;;;84.66666666666667;69.08333333333333;1814.0;14892.0;1744.9166666666667
2020;3545605;0;3364;5445;61,8;1453.4166666666667;497.0;4.0;570.5833333333334;;497.0;;;77.83333333333333;71.25;1814.0;14892.0;1742.75
2018;3545704;2;1393;2891;48,2;462.1666666666667;143.91666666666666;4.0;70.91666666666667;;143.91666666666666;;;88.33333333333333;47.25;924.0;5672.0;876.75
2019;3545704;2;1329;3046;43,6;448.3333333333333;140.33333333333334;4.0;68.5;;140.33333333333334;;;90.58333333333333;48.666666666666664;924.0;5672.0;875.3333333333334
2020;3545704;2;1359;2996;45,4;431.1666666666667;136.41666666666666;4.0;60.666666666666664;;136.41666666666666;;;88.5;45.333333333333336;924.0;5672.0;878.6666666666666
2018;3545803;85;17628;23967;73,6;9997.166666666666;3220.0;4.0;2722.75;;3220.0;;;935.5;1034.75;20224.0;188745.0;19189.25
2019;3545803;86;17141;23661;72,4;8970.916666666666;2917.0833333333335;4.0;2714.5;;2917.0833333333335;;;919.5;1000.6666666666666;20224.0;188745.0;19223.333333333332
2020;3545803;81;15733;21367;73,6;9265.916666666666;2981.9166666666665;4.0;2762.0833333333335;;2981.9166666666665;;;879.25;989.9166666666666;20224.0;188745.0;19234.083333333332
2018;3546009;2;4017;4722;85,1;2513.3333333333335;772.75;3.0;709.9166666666666;;772.75;;;147.91666666666666;121.41666666666667;1720.0;14179.0;1598.5833333333333
2019;3546009;2;4000;4891;81,8;2417.1666666666665;769.0833333333334;3.0;805.0;;769.0833333333334;;;141.83333333333334;108.33333333333333;1720.0;14179.0;1611.6666666666667
2020;3546009;3;4046;4841;83,6;2485.4166666666665;812.0833333333334;3.0;909.1666666666666;;812.0833333333334;;;138.66666666666666;115.75;1720.0;14179.0;1604.25
2018;3546108;1;640;1029;62,2;266.0;82.33333333333333;3.1666666666666665;60.833333333333336;;82.33333333333333;;;64.83333333333333;8.0;320.0;2006.0;312.0
2019;3546108;1;657;1067;61,6;267.5833333333333;85.08333333333333;3.0;82.58333333333333;;85.08333333333333;;;63.416666666666664;11.0;320.0;2006.0;309.0
2020;3546108;1;724;1110;65,2;268.4166666666667;87.25;3.0833333333333335;109.25;;87.25;;;61.333333333333336;11.5;320.0;2006.0;308.5
2018;3546207;2;921;1259;73,2;448.8333333333333;138.5;4.0;104.91666666666667;;138.5;;;19.583333333333332;42.916666666666664;610.0;4349.0;567.0833333333334
2019;3546207;1;903;1235;73,1;413.0;123.66666666666667;4.0;99.0;;123.66666666666667;;;18.416666666666668;42.583333333333336;610.0;4349.0;567.4166666666666
2020;3546207;3;886;1228;72,1;406.4166666666667;116.0;4.0;97.16666666666667;;116.0;;;18.5;45.333333333333336;610.0;4349.0;564.6666666666666
2018;3546256;0;599;851;70,4;237.75;74.83333333333333;3.0;48.75;;74.83333333333333;;;11.416666666666666;6.666666666666667;277.0;2077.0;270.3333333333333
2019;3546256;0;546;868;62,9;205.58333333333334;63.5;4.0;41.833333333333336;;63.5;;;10.916666666666666;5.333333333333333;277.0;2077.0;271.6666666666667
2020;3546256;1;498;759;65,6;174.41666666666666;55.833333333333336;4.0;24.25;;55.833333333333336;;;9.583333333333334;5.833333333333333;277.0;2077.0;271.1666666666667
2018;3546306;8;4681;5363;87,3;2309.9166666666665;650.3333333333334;4.0;167.91666666666666;;650.3333333333334;;;212.83333333333334;107.25;3208.0;33729.0;3100.75
2019;3546306;12;4902;5787;84,7;2055.9166666666665;587.9166666666666;4.0;214.66666666666666;;587.9166666666666;;;207.58333333333334;107.16666666666667;3208.0;33729.0;3100.8333333333335
2020;3546306;14;5115;5973;85,6;2224.6666666666665;653.1666666666666;4.0;269.9166666666667;;653.1666666666666;;;196.58333333333334;108.83333333333333;3208.0;33729.0;3099.1666666666665
2018;3546405;33;7170;8982;79,8;3182.5;917.4166666666666;4.0;578.0;;917.4166666666666;;;518.3333333333334;282.5833333333333;5868.0;46110.0;5585.416666666667
2019;3546405;34;7131;9043;78,9;3066.3333333333335;924.75;4.0;712.3333333333334;;924.75;;;522.0;281.25;5868.0;46110.0;5586.75
2020;3546405;38;7295;9039;80,7;3455.0833333333335;1042.75;4.0;839.3333333333334;;1042.75;;;505.9166666666667;292.9166666666667;5868.0;46110.0;5575.083333333333
2018;3546504;1;2084;2395;87;1230.75;408.25;2.3333333333333335;428.4166666666667;;408.25;;;42.416666666666664;31.916666666666668;491.0;5525.0;459.0833333333333
2019;3546504;2;1953;2283;85,5;1237.5;416.5;2.0;426.5;;416.5;;;41.75;32.0;491.0;5525.0;459.0
2020;3546504;2;1960;2254;87;1132.3333333333333;381.5833333333333;2.8333333333333335;427.5;;381.5833333333333;;;41.166666666666664;29.0;491.0;5525.0;462.0
2018;3546603;12;5152;6821;75,5;3211.4166666666665;1030.25;4.0;1152.6666666666667;;1030.25;;;601.75;210.16666666666666;4441.0;30804.0;4230.833333333333
2019;3546603;19;5596;8826;63,4;2845.25;926.4166666666666;4.0;964.1666666666666;;926.4166666666666;;;596.0;204.33333333333334;4441.0;30804.0;4236.666666666667
2020;3546603;17;5364;8284;64,8;2625.4166666666665;848.1666666666666;4.0;889.0;;848.1666666666666;;;585.75;203.75;4441.0;30804.0;4237.25
2018;3546702;17;2260;3004;75,2;1146.9166666666667;359.4166666666667;4.0;254.5;;359.4166666666667;;;97.66666666666667;178.0;1810.0;26189.0;1632.0
2019;3546702;21;2254;2980;75,6;1120.0;352.4166666666667;4.0;264.1666666666667;;352.4166666666667;;;91.75;165.16666666666666;1810.0;26189.0;1644.8333333333333
2020;3546702;21;2166;2865;75,6;1185.75;363.1666666666667;4.0;259.75;;363.1666666666667;;;89.08333333333333;150.33333333333334;1810.0;26189.0;1659.6666666666667
2018;3546801;38;10894;12366;88,1;7198.583333333333;2222.3333333333335;3.0;1815.0833333333333;;2222.3333333333335;;;478.5833333333333;786.25;5459.0;55086.0;4672.75
2019;3546801;41;11208;13201;84,9;6656.416666666667;2090.25;3.0;1828.6666666666667;;2090.25;;;475.25;790.0;5459.0;55086.0;4669.0
2020;3546801;41;11249;13431;83,8;7028.25;2200.1666666666665;3.0;1893.5833333333333;;2200.1666666666665;;;467.4166666666667;798.1666666666666;5459.0;55086.0;4660.833333333333
2018;3546900;2;1371;1798;76,3;630.8333333333334;175.91666666666666;4.0;105.25;;175.91666666666666;;;57.166666666666664;29.416666666666668;746.0;8562.0;716.5833333333334
2019;3546900;2;1237;1643;75,3;576.6666666666666;160.5;4.0;102.5;;160.5;;;52.833333333333336;27.166666666666668;746.0;8562.0;718.8333333333334
2020;3546900;2;1195;1501;79,6;546.6666666666666;150.16666666666666;4.0;94.16666666666667;;150.16666666666666;;;56.916666666666664;25.916666666666668;746.0;8562.0;720.0833333333334
2018;3547007;0;1808;2399;75,4;978.9166666666666;335.3333333333333;3.0;291.1666666666667;;335.3333333333333;;;55.5;21.25;541.0;6141.0;519.75
2019;3547007;0;1796;2334;76,9;842.5833333333334;281.0;3.0;284.5;;281.0;;;52.166666666666664;19.916666666666668;541.0;6141.0;521.0833333333334
2020;3547007;0;1882;2383;79;953.3333333333334;303.8333333333333;3.0;302.8333333333333;;303.8333333333333;;;47.5;19.333333333333332;541.0;6141.0;521.6666666666666
2018;3547106;1;1106;1417;78,1;566.6666666666666;182.91666666666666;3.0;158.91666666666666;;182.91666666666666;;;39.416666666666664;17.75;364.0;2813.0;346.25
2019;3547106;1;986;1291;76,4;481.25;159.83333333333334;3.0;144.58333333333334;;159.83333333333334;;;34.5;13.416666666666666;364.0;2813.0;350.5833333333333
2020;3547106;1;979;1256;77,9;484.6666666666667;164.16666666666666;3.0;142.0;;164.16666666666666;;;33.166666666666664;12.916666666666666;364.0;2813.0;351.0833333333333
2018;3547205;0;406;784;51,8;185.5;57.75;3.6666666666666665;26.0;;57.75;;;19.0;1.0;336.0;1509.0;335.0
2019;3547205;0;388;774;50,1;177.33333333333334;54.833333333333336;4.0;26.083333333333332;;54.833333333333336;;;21.25;0.16666666666666666;336.0;1509.0;335.8333333333333
2020;3547205;0;341;639;53,4;149.91666666666666;44.416666666666664;4.0;27.416666666666668;;44.416666666666664;;;19.5;0.4166666666666667;336.0;1509.0;335.5833333333333
2018;3547304;4;21474;26070;82,4;12596.666666666666;3831.0;4.0;3578.5833333333335;;3831.0;;;796.0;1077.5833333333333;10340.0;138132.0;9262.416666666666
2019;3547304;10;22113;27326;80,9;12208.0;3787.9166666666665;4.0;3806.8333333333335;;3787.9166666666665;;;747.3333333333334;1010.9166666666666;10340.0;138132.0;9329.083333333334
2020;3547304;10;21800;26324;82,8;12851.5;3982.6666666666665;4.0;3990.3333333333335;;3982.6666666666665;;;724.3333333333334;1015.4166666666666;10340.0;138132.0;9324.583333333334
2018;3547403;0;414;840;49,3;146.08333333333334;39.0;4.0;21.416666666666668;;39.0;;;42.25;17.833333333333332;490.0;2404.0;472.1666666666667
2019;3547403;0;422;867;48,7;145.08333333333334;38.666666666666664;4.0;19.0;;38.666666666666664;;;46.333333333333336;18.583333333333332;490.0;2404.0;471.4166666666667
2020;3547403;0;418;820;51;148.91666666666666;38.5;4.0;20.333333333333332;;38.5;;;51.666666666666664;22.25;490.0;2404.0;467.75
2018;3547502;17;4815;6491;74,2;2600.9166666666665;813.9166666666666;4.0;613.25;;813.9166666666666;;;258.5833333333333;178.16666666666666;4269.0;26385.0;4090.8333333333335
2019;3547502;17;4549;6401;71,1;2249.1666666666665;733.6666666666666;4.0;593.0833333333334;;733.6666666666666;;;253.5;182.58333333333334;4269.0;26385.0;4086.4166666666665
2020;3547502;18;4798;6479;74,1;2298.8333333333335;759.4166666666666;4.0;697.4166666666666;;759.4166666666666;;;243.91666666666666;181.5;4269.0;26385.0;4087.5
2018;3547601;6;4041;5223;77,4;1961.4166666666667;559.4166666666666;4.0;282.25;;559.4166666666666;;;315.6666666666667;198.83333333333334;3066.0;25604.0;2867.1666666666665
2019;3547601;9;4093;5332;76,8;1895.25;574.75;4.0;366.9166666666667;;574.75;;;297.0833333333333;190.58333333333334;3066.0;25604.0;2875.4166666666665
2020;3547601;12;4256;5504;77,3;2040.0;637.0833333333334;4.0;431.25;;637.0833333333334;;;281.0;183.0;3066.0;25604.0;2883.0
2018;3547650;0;405;778;52,1;118.16666666666667;35.5;4.0;27.083333333333332;;35.5;;;5.0;6.666666666666667;266.0;1440.0;259.3333333333333
2019;3547650;0;425;950;44,7;118.41666666666667;36.5;4.0;25.0;;36.5;;;5.0;5.083333333333333;266.0;1440.0;260.9166666666667
2020;3547650;0;429;890;48,2;127.58333333333333;39.75;4.0;28.666666666666668;;39.75;;;5.0;5.0;266.0;1440.0;261.0
2018;3547700;4;4502;5636;79,9;2499.0;816.6666666666666;3.0;608.5833333333334;;816.6666666666666;;;227.58333333333334;114.08333333333333;2854.0;20127.0;2739.9166666666665
2019;3547700;5;4564;5728;79,7;2441.3333333333335;854.4166666666666;3.0;727.9166666666666;;854.4166666666666;;;224.66666666666666;119.16666666666667;2854.0;20127.0;2734.8333333333335
2020;3547700;5;4687;5776;81,1;2516.6666666666665;874.75;3.0;786.9166666666666;;874.75;;;227.0;118.33333333333333;2854.0;20127.0;2735.6666666666665
2018;3547809;333;106929;131640;81,2;64206.0;22918.0;3.75;22619.416666666668;;22918.0;;;3323.0833333333335;4827.083333333333;84556.0;693867.0;79728.91666666667
2019;3547809;377;109453;139108;78,7;60809.25;21811.0;4.0;23067.833333333332;;21811.0;;;3275.8333333333335;4840.083333333333;84556.0;693867.0;79715.91666666667
2020;3547809;365;107367;133158;80,6;64881.5;23255.75;3.25;24771.0;;23255.75;;;3228.3333333333335;4960.916666666667;84556.0;693867.0;79595.08333333333
2018;3547908;2;2385;2694;88,5;1349.5;409.5;3.0;392.8333333333333;;409.5;;;65.75;46.75;916.0;6637.0;869.25
2019;3547908;1;2374;2755;86,2;1381.1666666666667;437.9166666666667;3.0;439.5833333333333;;437.9166666666667;;;59.916666666666664;43.916666666666664;916.0;6637.0;872.0833333333334
2020;3547908;2;2254;2635;85,5;1194.5833333333333;382.6666666666667;3.0;450.4166666666667;;382.6666666666667;;;55.833333333333336;43.333333333333336;916.0;6637.0;872.6666666666666
2018;3548005;5;5759;6746;85,4;3506.0833333333335;1132.9166666666667;3.0;832.75;;1132.9166666666667;;;237.75;194.5;2118.0;22849.0;1923.5
2019;3548005;16;5666;6687;84,7;3172.1666666666665;1051.0;3.0;794.3333333333334;;1051.0;;;244.16666666666666;200.08333333333334;2118.0;22849.0;1917.9166666666667
2020;3548005;17;5540;6393;86,7;3128.0833333333335;1041.4166666666667;3.0;849.4166666666666;;1041.4166666666667;;;245.08333333333334;207.91666666666666;2118.0;22849.0;1910.0833333333333
2018;3548054;0;2427;3162;76,8;1006.5;344.3333333333333;3.0;332.4166666666667;;344.3333333333333;;;52.0;51.833333333333336;889.0;8252.0;837.1666666666666
2019;3548054;0;2379;3094;76,9;1069.9166666666667;404.0833333333333;3.0;445.6666666666667;;404.0833333333333;;;49.25;53.166666666666664;889.0;8252.0;835.8333333333334
2020;3548054;0;2359;2968;79,5;1003.0;366.0833333333333;3.0;522.5;;366.0833333333333;;;44.5;53.916666666666664;889.0;8252.0;835.0833333333334
2018;3548104;0;1196;1736;68,9;453.0833333333333;120.33333333333333;4.0;84.5;;120.33333333333333;;;77.66666666666667;56.416666666666664;822.0;5826.0;765.5833333333334
2019;3548104;0;1208;1881;64,2;418.3333333333333;114.41666666666667;4.0;77.66666666666667;;114.41666666666667;;;66.91666666666667;44.833333333333336;822.0;5826.0;777.1666666666666
2020;3548104;1;1263;1843;68,5;443.3333333333333;118.33333333333333;4.0;80.75;;118.33333333333333;;;61.416666666666664;41.333333333333336;822.0;5826.0;780.6666666666666
2018;3548203;1;2160;2715;79,6;1040.5833333333333;292.25;3.0;159.75;;292.25;;;80.08333333333333;106.58333333333333;708.0;6628.0;601.4166666666666
2019;3548203;2;2136;2710;78,8;817.4166666666666;243.25;3.0833333333333335;155.83333333333334;;243.25;;;83.41666666666667;109.0;708.0;6628.0;599.0
2020;3548203;3;2103;2632;79,9;847.3333333333334;261.4166666666667;3.0;183.0;;261.4166666666667;;;83.0;123.08333333333333;708.0;6628.0;584.9166666666666
2018;3548302;1;854;1155;73,9;453.0;152.66666666666666;3.0;108.25;;152.66666666666666;;;22.25;18.666666666666668;431.0;2972.0;412.3333333333333
2019;3548302;1;792;1137;69,7;383.0;125.66666666666667;3.0833333333333335;96.25;;125.66666666666667;;;20.416666666666668;18.916666666666668;431.0;2972.0;412.0833333333333
2020;3548302;1;817;1116;73,2;368.5833333333333;118.66666666666667;3.1666666666666665;97.0;;118.66666666666667;;;22.083333333333332;19.333333333333332;431.0;2972.0;411.6666666666667
2018;3548401;0;1470;2411;61;743.5833333333334;245.0;3.0;225.08333333333334;;245.0;;;38.916666666666664;18.75;470.0;4668.0;451.25
2019;3548401;0;1398;2233;62,6;722.6666666666666;249.66666666666666;3.0;257.0;;249.66666666666666;;;41.666666666666664;19.583333333333332;470.0;4668.0;450.4166666666667
2020;3548401;0;1522;2247;67,7;657.5833333333334;226.58333333333334;3.0;308.4166666666667;;226.58333333333334;;;39.916666666666664;17.416666666666668;470.0;4668.0;452.5833333333333
2018;3548500;507;41881;53227;78,7;25346.166666666668;8025.666666666667;4.0;7304.083333333333;;8025.666666666667;;;2051.1666666666665;2546.25;69037.0;428703.0;66490.75
2019;3548500;623;42962;55970;76,8;24084.75;7887.0;4.0;8077.916666666667;;7887.0;;;2051.75;2505.3333333333335;69037.0;428703.0;66531.66666666667
2020;3548500;582;41495;53096;78,2;25600.5;8444.833333333334;4.0;8622.666666666666;;8444.833333333334;;;1981.5;2516.9166666666665;69037.0;428703.0;66520.08333333333
2018;3548609;0;3277;4255;77;1644.3333333333333;485.0;3.0;313.0833333333333;;485.0;;;160.08333333333334;168.33333333333334;1437.0;10530.0;1268.6666666666667
2019;3548609;1;3343;4802;69,6;1594.5833333333333;485.8333333333333;3.0;315.9166666666667;;485.8333333333333;;;158.25;172.08333333333334;1437.0;10530.0;1264.9166666666667
2020;3548609;1;3313;4781;69,3;1510.0;451.6666666666667;3.0;305.6666666666667;;451.6666666666667;;;158.41666666666666;170.0;1437.0;10530.0;1267.0
2018;3548708;965;108469;128366;84,5;63560.083333333336;22017.166666666668;4.0;21176.75;;22017.166666666668;;;5457.5;6609.75;80586.0;812086.0;73976.25
2019;3548708;1170;118052;144600;81,6;64935.5;23429.25;4.0;24498.416666666668;;23429.25;;;5607.666666666667;6834.666666666667;80586.0;812086.0;73751.33333333333
2020;3548708;1086;117962;142473;82,8;70235.0;25272.25;4.0;26829.083333333332;;25272.25;;;5398.416666666667;6720.583333333333;80586.0;812086.0;73865.41666666667
2018;3548807;102;7310;14101;51,8;2924.25;1058.4166666666667;4.0;852.5833333333334;;1058.4166666666667;;;1143.4166666666667;1901.9166666666667;24947.0;151244.0;23045.083333333332
2019;3548807;127;7394;14345;51,5;2557.25;928.0;4.0;871.6666666666666;;928.0;;;1119.4166666666667;1872.25;24947.0;151244.0;23074.75
2020;3548807;143;7645;13831;55,3;2920.9166666666665;1092.1666666666667;4.0;1037.5833333333333;;1092.1666666666667;;;1036.0833333333333;1749.8333333333333;24947.0;151244.0;23197.166666666668
2018;3548906;134;34538;40648;85;21188.416666666668;7132.666666666667;4.0;6643.5;;7132.666666666667;;;1591.5833333333333;1285.5833333333333;27815.0;242632.0;26529.416666666668
2019;3548906;225;35412;42635;83,1;20976.333333333332;7361.5;4.0;7295.166666666667;;7361.5;;;1586.8333333333333;1304.4166666666667;27815.0;242632.0;26510.583333333332
2020;3548906;225;32684;38851;84,1;19179.333333333332;6627.25;4.0;7420.166666666667;;6627.25;;;1555.1666666666667;1351.75;27815.0;242632.0;26463.25
2018;3549003;0;850;1122;75,8;338.9166666666667;104.91666666666667;3.0;75.91666666666667;;104.91666666666667;;;38.666666666666664;20.5;464.0;2677.0;443.5
2019;3549003;0;758;1028;73,7;293.5;94.33333333333333;3.5833333333333335;66.83333333333333;;94.33333333333333;;;42.0;20.416666666666668;464.0;2677.0;443.5833333333333
2020;3549003;0;688;960;71,7;283.5;95.83333333333333;3.5833333333333335;68.5;;95.83333333333333;;;42.416666666666664;20.166666666666668;464.0;2677.0;443.8333333333333
2018;3549102;24;9251;13250;69,8;3072.5833333333335;826.1666666666666;4.0;278.5;;826.1666666666666;;;650.3333333333334;586.75;11490.0;87340.0;10903.25
2019;3549102;33;9622;13957;68,9;3068.1666666666665;843.25;4.0;375.75;;843.25;;;666.25;588.3333333333334;11490.0;87340.0;10901.666666666666
2020;3549102;36;10115;14212;71,2;3744.5833333333335;1067.25;4.0;524.25;;1067.25;;;648.3333333333334;597.0;11490.0;87340.0;10893.0
2018;3549201;0;606;1188;51;181.91666666666666;47.25;4.0;33.166666666666664;;47.25;;;41.916666666666664;8.083333333333334;343.0;2476.0;334.9166666666667
2019;3549201;0;633;1196;52,9;186.41666666666666;50.583333333333336;4.0;35.916666666666664;;50.583333333333336;;;40.0;7.916666666666667;343.0;2476.0;335.0833333333333
2020;3549201;0;858;1365;62,9;267.6666666666667;66.75;4.0;47.833333333333336;;66.75;;;35.166666666666664;8.0;343.0;2476.0;335.0
2018;3549250;1;506;816;62;196.41666666666666;53.25;4.0;30.5;;53.25;;;7.333333333333333;5.666666666666667;263.0;1850.0;257.3333333333333
2019;3549250;1;537;812;66,1;164.08333333333334;48.416666666666664;4.0;31.916666666666668;;48.416666666666664;;;7.833333333333333;5.083333333333333;263.0;1850.0;257.9166666666667
2020;3549250;0;561;836;67,1;182.08333333333334;55.5;4.0;41.5;;55.5;;;6.333333333333333;6.916666666666667;263.0;1850.0;256.0833333333333
2018;3549300;0;634;909;69,7;303.6666666666667;103.33333333333333;3.0;103.0;;103.33333333333333;;;27.833333333333332;3.0;379.0;1985.0;376.0
