ano;cod_ibge;n_fam_rua
2020;3544806;1
2020;3544905;4
2020;3545001;5
2020;3545100;0
2020;3545159;2
2020;3545209;102
2020;3545308;9
2020;3545407;7
2020;3545506;0
2020;3545605;0
2020;3545704;2
2020;3545803;81
2020;3546009;3
2020;3546108;1
2020;3546207;3
2020;3546256;1
2020;3546306;14
2020;3546405;38
2020;3546504;2
2020;3546603;17
2020;3546702;21
2020;3546801;41
2020;3546900;2
2020;3547007;0
2020;3547106;1
2020;3547205;0
2020;3547304;10
2020;3547403;0
2020;3547502;18
2020;3547601;12
2020;3547650;0
2020;3547700;5
2020;3547809;365
2020;3547908;2
2020;3548005;17
2020;3548054;0
2020;3548104;1
2020;3548203;3
2020;3548302;1
2020;3548401;0
2020;3548500;582
2020;3548609;1
2020;3548708;1086
2020;3548807;143
2020;3548906;225
2020;3549003;0
2020;3549102;36
2020;3549201;0
2020;3549250;0
2020;3549300;0
2020;3549409;21
2020;3549508;4
2020;3549607;0
2020;3549706;28
2020;3549805;689
2020;3549904;873
2020;3549953;17
2020;3550001;1
2020;3550100;18
2020;3550209;32
2020;3550308;33443
2020;3550407;2
2020;3550506;3
2020;3550605;109
2020;3550704;70
2020;3550803;3
2020;3550902;4
2020;3551009;417
2020;3551108;5
2020;3551207;0
2020;3551306;0
2020;3551405;2
2020;3551504;15
2020;3551603;10
2020;3551702;138
2020;3551801;3
2020;3551900;5
2020;3552007;2
2020;3552106;11
2020;3552205;800
2020;3552304;1
2020;3552403;121
2020;3552502;717
2020;3552551;1
2020;3552601;0
2020;3552700;6
2020;3552809;121
2020;3552908;0
2020;3553005;1
2020;3553104;0
2020;3553203;1
2020;3553302;12
2020;3553401;79
2020;3553500;2
2020;3553609;0
2020;3553658;0
2020;3553708;26
2020;3553807;12
2020;3553856;1
2020;3553906;1
2020;3553955;5
2020;3554003;87
2020;3554102;274
2020;3554201;0
2020;3554300;5
2020;3554409;2
2020;3554508;44
2020;3554607;0
2020;3554656;1
2020;3554706;2
2020;3554755;0
2020;3554805;16
2020;3554904;8
2020;3554953;0
2020;3555000;31
2020;3555109;5
2020;3555208;3
2020;3555307;0
2020;3555356;3
2020;3555406;183
2020;3555505;0
2020;3555604;11
2020;3555703;0
2020;3555802;2
2020;3555901;0
2020;3556008;5
2020;3556107;2
2020;3556206;78
2020;3556305;2
2020;3556354;8
2020;3556404;14
2020;3556453;11
2020;3556503;32
2020;3556602;9
2020;3556701;109
2020;3556800;0
2020;3556909;2
2020;3556958;0
2020;3557006;89
2020;3557105;97
2020;3557154;0
2020;3557204;5
2020;3557303;3
2019;3500105;5
2019;3500204;1
2019;3500303;3
2019;3500402;3
2019;3500501;5
2019;3500550;1
2019;3500600;0
2019;3500709;13
2019;3500758;0
2019;3500808;1
2019;3500907;2
2019;3501004;2
2019;3501103;0
2019;3501152;7
2019;3501202;0
2019;3501301;4
2019;3501400;1
2019;3501509;2
2019;3501608;96
2019;3501707;12
2019;3501806;0
2019;3501905;131
2019;3502002;0
2019;3502101;30
2019;3502200;4
2019;3502309;1
2019;3502408;0
2019;3502507;9
2019;3502606;1
2019;3502705;6
2019;3502754;8
2019;3502804;285
2019;3502903;16
2019;3503000;5
2019;3503109;8
2019;3503158;1
2019;3503208;153
2019;3503307;98
2019;3503356;0
2019;3503406;3
2019;3503505;2
2019;3503604;1
2019;3503703;0
2019;3503802;8
2019;3503901;46
2019;3503950;0
2019;3504008;42
2019;3504107;211
2019;3504206;1
2019;3504305;4
2019;3504404;4
2019;3504503;92
2019;3504602;4
2019;3504701;0
2019;3504800;3
2019;3504909;4
2019;3505005;0
2019;3505104;1
2019;3505203;12
2019;3505302;5
2019;3505351;0
2019;3505401;0
2019;3505500;173
2019;3505609;5
2019;3505708;497
2019;3505807;2
2019;3505906;211
2019;3506003;382
2019;3506102;42
2019;3506201;1
2019;3506300;2
2019;3506359;130
2019;3506409;0
2019;3506508;151
2019;3506607;4
2019;3506706;2
2019;3506805;2
2019;3506904;2
2019;3507001;30
2019;3507100;22
2019;3507159;0
2019;3507209;0
2019;3507308;1
2019;3507407;6
2019;3507456;0
2019;3507506;30
2019;3507605;182
2019;3507704;0
2019;3507753;2
2019;3507803;1
2019;3507902;14
2019;3508009;6
2019;3508108;18
2019;3508207;0
2019;3508306;1
2019;3508405;7
2019;3508504;50
2019;3508603;13
2019;3508702;3
2019;3508801;1
2019;3508900;1
2019;3509007;16
2019;3509106;1
2019;3509205;49
2019;3509254;11
2019;3509304;1
2019;3509403;12
2019;3509452;1
2019;3509502;1766
2019;3509601;62
2019;3509700;8
2019;3509809;0
2019;3509908;3
2019;3509957;0
2019;3510005;20
2019;3510104;0
2019;3510153;4
2019;3510203;12
2019;3510302;11
2019;3510401;25
2019;3510500;343
2019;3510609;255
2019;3510708;0
2019;3510807;18
2019;3510906;0
2019;3511003;1
2019;3511102;118
2019;3511201;2
2019;3511300;1
2019;3511409;5
2019;3511508;24
2019;3511607;3
2019;3511706;3
2019;3511904;0
2019;3512001;5
2019;3512100;7
2019;3512209;4
2019;3512308;11
2019;3512407;18
2019;3512506;0
2019;3512605;0
2019;3512704;2
2019;3512803;19
2019;3512902;6
2019;3513009;58
2019;3513108;23
2019;3513207;5
2019;3513306;0
2019;3513405;75
2019;3513504;77
2019;3513603;5
2019;3513702;34
2019;3513801;330
2019;3513850;0
2019;3513900;1
2019;3514007;0
2019;3514106;5
2019;3514205;0
2019;3514304;1
2019;3514403;38
2019;3514502;9
2019;3514601;1
2019;3514700;3
2019;3514809;3
2019;3514908;1
2019;3514924;1
2019;3514957;0
2019;3515004;213
2019;3515103;50
2019;3515129;0
2019;3515152;0
2019;3515186;28
2019;3515194;1
2019;3515202;0
2019;3515301;0
2019;3515350;1
2019;3515400;9
2019;3515509;49
2019;3515608;0
2019;3515657;0
2019;3515707;84
2019;3515806;0
2019;3515905;0
2019;3516002;0
2019;3516101;2
2019;3516200;451
2019;3516309;167
2019;3516408;121
2019;3516507;0
2019;3516606;6
2019;3516705;15
2019;3516804;1
2019;3516853;0
2019;3516903;3
2019;3517000;3
2019;3517109;1
2019;3517208;2
2019;3517307;0
2019;3517406;21
2019;3517505;2
2019;3517604;6
2019;3517703;0
2019;3517802;0
2019;3517901;0
2019;3518008;2
2019;3518107;1
2019;3518206;21
2019;3518305;11
2019;3518404;96
2019;3518503;1
2019;3518602;6
2019;3518701;244
2019;3518800;921
2019;3518859;2
2019;3518909;1
2019;3519006;2
2019;3519055;1
2019;3519071;44
2019;3519105;11
2019;3519204;1
2019;3519253;3
2019;3519303;9
2019;3519402;5
2019;3519501;1
2019;3519600;30
2019;3519709;45
2019;3519808;4
2019;3519907;1
2019;3520004;4
2019;3520103;4
2019;3520202;9
2019;3520301;15
2019;3520400;20
2019;3520426;7
2019;3520442;11
2019;3520509;169
2019;3520608;0
2019;3520707;0
2019;3520806;0
2019;3520905;5
2019;3521002;6
2019;3521101;3
2019;3521150;3
2019;3521200;2
2019;3521309;4
2019;3521408;1
2019;3521507;0
2019;3521606;1
2019;3521705;0
2019;3521804;12
2019;3521903;14
2019;3522000;0
2019;3522109;261
2019;3522158;0
2019;3522208;84
2019;3522307;247
2019;3522406;89
2019;3522505;113
2019;3522604;93
2019;3522653;1
2019;3522703;8
2019;3522802;4
2019;3522901;4
2019;3523008;0
2019;3523107;167
2019;3523206;42
2019;3523305;2
2019;3523404;67
2019;3523503;12
2019;3523602;8
2019;3523701;0
2019;3523800;3
2019;3523909;394
2019;3524006;18
2019;3524105;27
2019;3524204;0
2019;3524303;94
2019;3524402;156
2019;3524501;3
2019;3524600;20
2019;3524709;13
2019;3524808;26
2019;3524907;1
2019;3525003;21
2019;3525102;65
2019;3525201;44
2019;3525300;171
2019;3525409;1
2019;3525508;5
2019;3525607;1
2019;3525706;17
2019;3525805;0
2019;3525854;0
2019;3525904;139
2019;3526001;6
2019;3526100;11
2019;3526209;48
2019;3526308;2
2019;3526407;4
2019;3526506;1
2019;3526605;1
2019;3526704;41
2019;3526803;25
2019;3526902;204
2019;3527009;1
2019;3527108;122
2019;3527207;29
2019;3527256;0
2019;3527306;35
2019;3527405;2
2019;3527504;0
2019;3527603;8
2019;3527702;2
2019;3527801;0
2019;3527900;0
2019;3528007;2
2019;3528106;1
2019;3528205;0
2019;3528304;0
2019;3528403;16
2019;3528502;32
2019;3528601;3
2019;3528700;2
2019;3528809;0
2019;3528858;0
2019;3528908;0
2019;3529005;355
2019;3529104;0
2019;3529203;4
2019;3529302;21
2019;3529401;184
2019;3529500;0
2019;3529609;2
2019;3529658;0
2019;3529708;9
2019;3529807;0
2019;3529906;20
2019;3530003;0
2019;3530102;11
2019;3530201;2
2019;3530300;38
2019;3530409;0
2019;3530508;51
2019;3530607;613
2019;3530706;82
2019;3530805;86
2019;3530904;0
2019;3531001;0
2019;3531100;57
2019;3531209;1
2019;3531308;7
2019;3531407;11
2019;3531506;6
2019;3531605;0
2019;3531704;0
2019;3531803;36
2019;3531902;34
2019;3532009;7
2019;3532058;0
2019;3532108;0
2019;3532157;1
2019;3532207;0
2019;3532306;2
2019;3532405;3
2019;3532504;0
2019;3532603;1
2019;3532702;2
2019;3532801;1
2019;3532827;1
2019;3532843;0
2019;3532868;0
2019;3532900;1
2019;3533007;34
2019;3533106;0
2019;3533205;1
2019;3533254;1
2019;3533304;0
2019;3533403;39
2019;3533502;4
2019;3533601;2
2019;3533700;0
2019;3533809;0
2019;3533908;38
2019;3534005;0
2019;3534104;3
2019;3534203;0
2019;3534302;23
2019;3534401;576
2019;3534500;0
2019;3534609;14
2019;3534708;164
2019;3534757;2
2019;3534807;2
2019;3534906;1
2019;3535002;0
2019;3535101;0
2019;3535200;5
2019;3535309;6
2019;3535408;11
2019;3535507;25
2019;3535606;2
2019;3535705;0
2019;3535804;3
2019;3535903;1
2019;3536000;3
2019;3536109;1
2019;3536208;11
2019;3536257;0
2019;3536307;1
2019;3536406;1
2019;3536505;31
2019;3536570;0
2019;3536604;0
2019;3536703;23
2019;3536802;0
2019;3536901;0
2019;3537008;9
2019;3537107;28
2019;3537156;0
2019;3537206;9
2019;3537305;78
2019;3537404;14
2019;3537503;2
2019;3537602;125
2019;3537701;1
2019;3537800;40
2019;3537909;5
2019;3538006;70
2019;3538105;1
2019;3538204;3
2019;3538303;0
2019;3538501;2
2019;3538600;14
2019;3538709;393
2019;3538808;4
2019;3538907;10
2019;3539004;4
2019;3539103;3
2019;3539202;4
2019;3539301;85
2019;3539400;4
2019;3539509;4
2019;3539608;1
2019;3539707;1
2019;3539806;148
2019;3539905;1
2019;3540002;4
2019;3540101;0
2019;3540200;29
2019;3540259;0
2019;3540309;0
2019;3540408;1
2019;3540507;0
2019;3540606;33
2019;3540705;96
2019;3540754;10
2019;3540804;1
2019;3540853;0
2019;3540903;7
2019;3541000;241
2019;3541059;0
2019;3541109;0
2019;3541208;0
2019;3541307;4
2019;3541406;342
2019;3541505;8
2019;3541604;3
2019;3541653;0
2019;3541703;3
2019;3541802;0
2019;3541901;2
2019;3542008;0
2019;3542107;0
2019;3542206;7
2019;3542305;2
2019;3542404;3
2019;3542503;1
2019;3542602;72
2019;3542701;3
2019;3542800;0
2019;3542909;1
2019;3543006;2
2019;3543105;0
2019;3543204;3
2019;3543238;0
2019;3543253;0
2019;3543303;27
2019;3543402;398
2019;3543501;0
2019;3543600;0
2019;3543709;2
2019;3543808;0
2019;3543907;131
2019;3544004;10
2019;3544103;41
2019;3544202;4
2019;3544251;4
2019;3544301;9
2019;3544400;1
2019;3544509;2
2019;3544608;1
2019;3544707;1
2019;3544806;1
2019;3544905;4
2019;3545001;5
2019;3545100;0
2019;3545159;1
2019;3545209;85
2019;3545308;12
2019;3545407;7
2019;3545506;0
2019;3545605;0
2019;3545704;2
2019;3545803;86
2019;3546009;2
2019;3546108;1
2019;3546207;1
2019;3546256;0
2019;3546306;12
2019;3546405;34
2019;3546504;2
2019;3546603;19
2019;3546702;21
2019;3546801;41
2019;3546900;2
2019;3547007;0
2019;3547106;1
2019;3547205;0
2019;3547304;10
2019;3547403;0
2019;3547502;17
2019;3547601;9
2019;3547650;0
2019;3547700;5
2019;3547809;377
2019;3547908;1
2019;3548005;16
2019;3548054;0
2019;3548104;0
2019;3548203;2
2019;3548302;1
2019;3548401;0
2019;3548500;623
2019;3548609;1
2019;3548708;1170
2019;3548807;127
2019;3548906;225
2019;3549003;0
2019;3549102;33
2019;3549201;0
2019;3549250;1
2019;3549300;0
2019;3549409;24
2019;3549508;4
2019;3549607;0
2019;3549706;26
2019;3549805;633
2019;3549904;756
2019;3549953;15
2019;3550001;0
2019;3550100;10
2019;3550209;31
2019;3550308;33292
2019;3550407;2
2019;3550506;2
2019;3550605;96
2019;3550704;57
2019;3550803;2
2019;3550902;5
2019;3551009;452
2019;3551108;3
2019;3551207;0
2019;3551306;0
2019;3551405;2
2019;3551504;16
2019;3551603;8
2019;3551702;118
2019;3551801;2
2019;3551900;4
2019;3552007;2
2019;3552106;8
2019;3552205;821
2019;3552304;0
2019;3552403;110
2019;3552502;763
2019;3552551;2
2019;3552601;0
2019;3552700;5
2019;3552809;103
2019;3552908;1
2019;3553005;0
2019;3553104;0
2019;3553203;1
2019;3553302;11
2019;3553401;66
2019;3553500;1
2019;3553609;0
2019;3553658;0
2019;3553708;21
2019;3553807;9
2019;3553856;2
2019;3553906;1
2019;3553955;5
2019;3554003;86
2019;3554102;276
2019;3554201;0
2019;3554300;4
2019;3554409;3
2019;3554508;35
2019;3554607;0
2019;3554656;1
2019;3554706;2
2019;3554755;0
2019;3554805;16
2019;3554904;4
2019;3554953;0
2019;3555000;31
2019;3555109;2
2019;3555208;1
2019;3555307;0
2019;3555356;3
2019;3555406;175
2019;3555505;0
2019;3555604;11
2019;3555703;0
2019;3555802;3
2019;3555901;0
2019;3556008;3
2019;3556107;1
2019;3556206;62
2019;3556305;3
2019;3556354;9
2019;3556404;13
2019;3556453;9
2019;3556503;29
2019;3556602;7
2019;3556701;104
2019;3556800;0
2019;3556909;2
2019;3556958;0
2019;3557006;91
2019;3557105;90
2019;3557154;0
2019;3557204;4
2019;3557303;3
2018;3500105;4
2018;3500204;1
2018;3500303;4
2018;3500402;3
2018;3500501;7
2018;3500550;0
2018;3500600;0
2018;3500709;9
2018;3500758;0
2018;3500808;0
2018;3500907;3
2018;3501004;1
2018;3501103;0
2018;3501152;4
2018;3501202;0
2018;3501301;1
2018;3501400;1
2018;3501509;0
2018;3501608;66
2018;3501707;8
2018;3501806;0
2018;3501905;113
2018;3502002;0
2018;3502101;18
2018;3502200;2
2018;3502309;1
2018;3502408;0
2018;3502507;7
2018;3502606;0
2018;3502705;5
2018;3502754;10
2018;3502804;264
2018;3502903;14
2018;3503000;8
2018;3503109;6
2018;3503158;1
2018;3503208;92
2018;3503307;35
2018;3503356;0
2018;3503406;0
2018;3503505;2
2018;3503604;1
2018;3503703;0
2018;3503802;7
2018;3503901;34
2018;3503950;0
2018;3504008;35
2018;3504107;198
2018;3504206;0
2018;3504305;4
2018;3504404;5
2018;3504503;59
2018;3504602;3
2018;3504701;0
2018;3504800;4
2018;3504909;3
2018;3505005;0
2018;3505104;0
2018;3505203;10
2018;3505302;1
2018;3505351;0
2018;3505401;0
2018;3505500;115
2018;3505609;3
2018;3505708;358
2018;3505807;1
2018;3505906;141
2018;3506003;323
2018;3506102;23
2018;3506201;1
2018;3506300;2
2018;3506359;97
2018;3506409;0
2018;3506508;145
2018;3506607;2
2018;3506706;0
2018;3506805;2
2018;3506904;1
2018;3507001;37
2018;3507100;18
2018;3507159;1
2018;3507209;0
2018;3507308;1
2018;3507407;3
2018;3507456;0
2018;3507506;17
2018;3507605;155
2018;3507704;0
2018;3507753;0
2018;3507803;1
2018;3507902;10
2018;3508009;3
2018;3508108;18
2018;3508207;0
2018;3508306;0
2018;3508405;5
2018;3508504;28
2018;3508603;8
2018;3508702;2
2018;3508801;0
2018;3508900;0
2018;3509007;12
2018;3509106;1
2018;3509205;29
2018;3509254;5
2018;3509304;1
2018;3509403;8
2018;3509452;0
2018;3509502;1509
2018;3509601;29
2018;3509700;2
2018;3509809;0
2018;3509908;2
2018;3509957;0
2018;3510005;17
2018;3510104;0
2018;3510153;2
2018;3510203;6
2018;3510302;7
2018;3510401;25
2018;3510500;283
2018;3510609;140
2018;3510708;0
2018;3510807;17
2018;3510906;0
2018;3511003;1
2018;3511102;102
2018;3511201;2
2018;3511300;1
2018;3511409;2
2018;3511508;20
2018;3511607;2
2018;3511706;1
2018;3511904;0
2018;3512001;7
2018;3512100;6
2018;3512209;1
2018;3512308;6
2018;3512407;10
2018;3512506;0
2018;3512605;0
2018;3512704;1
2018;3512803;17
2018;3512902;2
2018;3513009;47
2018;3513108;16
2018;3513207;5
2018;3513306;0
2018;3513405;45
2018;3513504;88
2018;3513603;2
2018;3513702;29
2018;3513801;232
2018;3513850;0
2018;3513900;2
2018;3514007;0
2018;3514106;5
2018;3514205;0
2018;3514304;1
2018;3514403;33
2018;3514502;6
2018;3514601;0
2018;3514700;1
2018;3514809;2
2018;3514908;1
2018;3514924;1
2018;3514957;0
2018;3515004;192
2018;3515103;34
2018;3515129;0
2018;3515152;0
2018;3515186;14
2018;3515194;0
2018;3515202;1
2018;3515301;0
2018;3515350;1
2018;3515400;4
2018;3515509;45
2018;3515608;0
2018;3515657;0
2018;3515707;56
2018;3515806;0
2018;3515905;0
2018;3516002;0
2018;3516101;0
2018;3516200;355
2018;3516309;111
2018;3516408;74
2018;3516507;0
2018;3516606;8
2018;3516705;14
2018;3516804;1
2018;3516853;0
2018;3516903;4
2018;3517000;2
2018;3517109;0
2018;3517208;2
2018;3517307;0
2018;3517406;17
2018;3517505;2
2018;3517604;3
2018;3517703;0
2018;3517802;0
2018;3517901;0
2018;3518008;2
2018;3518107;1
2018;3518206;12
2018;3518305;9
2018;3518404;85
2018;3518503;1
2018;3518602;5
2018;3518701;189
2018;3518800;777
2018;3518859;2
2018;3518909;1
2018;3519006;2
2018;3519055;1
2018;3519071;18
2018;3519105;11
2018;3519204;1
2018;3519253;2
2018;3519303;7
2018;3519402;3
2018;3519501;1
2018;3519600;18
2018;3519709;31
2018;3519808;5
2018;3519907;0
2018;3520004;5
2018;3520103;0
2018;3520202;7
2018;3520301;10
2018;3520400;9
2018;3520426;3
2018;3520442;7
2018;3520509;128
2018;3520608;0
2018;3520707;0
2018;3520806;0
2018;3520905;5
2018;3521002;4
2018;3521101;2
2018;3521150;2
2018;3521200;2
2018;3521309;2
2018;3521408;0
2018;3521507;0
2018;3521606;0
2018;3521705;0
2018;3521804;14
2018;3521903;20
2018;3522000;0
2018;3522109;220
2018;3522158;0
2018;3522208;68
2018;3522307;154
2018;3522406;97
2018;3522505;75
2018;3522604;83
2018;3522653;1
2018;3522703;4
2018;3522802;2
2018;3522901;2
2018;3523008;0
2018;3523107;120
2018;3523206;26
2018;3523305;3
2018;3523404;57
2018;3523503;9
2018;3523602;7
2018;3523701;0
2018;3523800;1
2018;3523909;272
2018;3524006;17
2018;3524105;22
2018;3524204;0
2018;3524303;76
2018;3524402;124
2018;3524501;2
2018;3524600;19
2018;3524709;7
2018;3524808;20
2018;3524907;0
2018;3525003;15
2018;3525102;72
2018;3525201;24
2018;3525300;139
2018;3525409;1
2018;3525508;3
2018;3525607;0
2018;3525706;19
2018;3525805;0
2018;3525854;0
2018;3525904;105
2018;3526001;5
2018;3526100;5
2018;3526209;22
2018;3526308;1
2018;3526407;2
2018;3526506;0
2018;3526605;1
2018;3526704;32
2018;3526803;17
2018;3526902;170
2018;3527009;2
2018;3527108;84
2018;3527207;13
2018;3527256;0
2018;3527306;21
2018;3527405;1
2018;3527504;0
2018;3527603;5
2018;3527702;1
2018;3527801;0
2018;3527900;1
2018;3528007;2
2018;3528106;0
2018;3528205;0
2018;3528304;0
2018;3528403;3
2018;3528502;17
2018;3528601;1
2018;3528700;0
2018;3528809;0
2018;3528858;0
2018;3528908;0
2018;3529005;352
2018;3529104;0
2018;3529203;3
2018;3529302;18
2018;3529401;157
2018;3529500;0
2018;3529609;1
2018;3529658;0
2018;3529708;3
2018;3529807;2
2018;3529906;20
2018;3530003;0
2018;3530102;9
2018;3530201;2
2018;3530300;33
2018;3530409;0
2018;3530508;45
2018;3530607;502
2018;3530706;82
2018;3530805;71
2018;3530904;0
2018;3531001;0
2018;3531100;51
2018;3531209;1
2018;3531308;4
2018;3531407;14
2018;3531506;5
2018;3531605;1
2018;3531704;0
2018;3531803;27
2018;3531902;21
2018;3532009;7
2018;3532058;0
2018;3532108;0
2018;3532157;0
2018;3532207;0
2018;3532306;0
2018;3532405;3
2018;3532504;0
2018;3532603;0
2018;3532702;0
2018;3532801;0
2018;3532827;1
2018;3532843;1
2018;3532868;0
2018;3532900;0
2018;3533007;34
2018;3533106;0
2018;3533205;1
2018;3533254;1
2018;3533304;0
2018;3533403;29
2018;3533502;2
2018;3533601;1
2018;3533700;0
2018;3533809;0
2018;3533908;40
2018;3534005;0
2018;3534104;2
2018;3534203;0
2018;3534302;18
2018;3534401;399
2018;3534500;0
2018;3534609;4
2018;3534708;136
2018;3534757;2
2018;3534807;2
2018;3534906;0
2018;3535002;0
2018;3535101;0
2018;3535200;5
2018;3535309;5
2018;3535408;8
2018;3535507;19
2018;3535606;1
2018;3535705;1
2018;3535804;3
2018;3535903;1
2018;3536000;1
2018;3536109;1
2018;3536208;10
2018;3536257;0
2018;3536307;1
2018;3536406;1
2018;3536505;18
2018;3536570;1
2018;3536604;0
2018;3536703;19
2018;3536802;0
2018;3536901;0
2018;3537008;5
2018;3537107;30
2018;3537156;0
2018;3537206;10
2018;3537305;54
2018;3537404;10
2018;3537503;2
2018;3537602;95
2018;3537701;0
2018;3537800;31
2018;3537909;3
2018;3538006;43
2018;3538105;0
2018;3538204;2
2018;3538303;0
2018;3538501;1
2018;3538600;9
2018;3538709;288
2018;3538808;4
2018;3538907;5
2018;3539004;2
2018;3539103;3
2018;3539202;0
2018;3539301;69
2018;3539400;3
2018;3539509;1
2018;3539608;1
2018;3539707;1
2018;3539806;103
2018;3539905;1
2018;3540002;2
2018;3540101;0
2018;3540200;23
2018;3540259;1
2018;3540309;0
2018;3540408;0
2018;3540507;0
2018;3540606;30
2018;3540705;72
2018;3540754;5
2018;3540804;1
2018;3540853;0
2018;3540903;6
2018;3541000;178
2018;3541059;0
2018;3541109;0
2018;3541208;0
2018;3541307;5
2018;3541406;332
2018;3541505;4
2018;3541604;2
2018;3541653;0
2018;3541703;2
2018;3541802;0
2018;3541901;2
2018;3542008;0
2018;3542107;0
2018;3542206;4
2018;3542305;1
2018;3542404;3
2018;3542503;1
2018;3542602;39
2018;3542701;3
2018;3542800;0
2018;3542909;0
2018;3543006;0
2018;3543105;0
2018;3543204;3
2018;3543238;0
2018;3543253;0
2018;3543303;19
2018;3543402;381
2018;3543501;1
2018;3543600;0
2018;3543709;3
2018;3543808;0
2018;3543907;105
2018;3544004;6
2018;3544103;36
2018;3544202;2
2018;3544251;0
2018;3544301;7
2018;3544400;1
2018;3544509;2
2018;3544608;1
2018;3544707;1
2018;3544806;0
2018;3544905;3
2018;3545001;5
2018;3545100;0
2018;3545159;2
2018;3545209;78
2018;3545308;9
2018;3545407;5
2018;3545506;0
2018;3545605;0
2018;3545704;2
2018;3545803;85
2018;3546009;2
2018;3546108;1
2018;3546207;2
2018;3546256;0
2018;3546306;8
2018;3546405;33
2018;3546504;1
2018;3546603;12
2018;3546702;17
2018;3546801;38
2018;3546900;2
2018;3547007;0
2018;3547106;1
2018;3547205;0
2018;3547304;4
2018;3547403;0
2018;3547502;17
2018;3547601;6
2018;3547650;0
2018;3547700;4
2018;3547809;333
2018;3547908;2
2018;3548005;5
2018;3548054;0
2018;3548104;0
2018;3548203;1
2018;3548302;1
2018;3548401;0
2018;3548500;507
2018;3548609;0
2018;3548708;965
2018;3548807;102
2018;3548906;134
2018;3549003;0
2018;3549102;24
2018;3549201;0
2018;3549250;1
2018;3549300;0
2018;3549409;16
2018;3549508;2
2018;3549607;0
2018;3549706;21
2018;3549805;489
2018;3549904;615
2018;3549953;9
2018;3550001;0
2018;3550100;7
2018;3550209;22
2018;3550308;30853
2018;3550407;1
2018;3550506;0
2018;3550605;74
2018;3550704;42
2018;3550803;1
2018;3550902;5
2018;3551009;425
2018;3551108;3
2018;3551207;0
2018;3551306;0
2018;3551405;1
2018;3551504;11
2018;3551603;2
2018;3551702;90
2018;3551801;1
2018;3551900;4
2018;3552007;1
2018;3552106;6
2018;3552205;746
2018;3552304;0
2018;3552403;102
2018;3552502;659
2018;3552551;2
2018;3552601;0
2018;3552700;5
2018;3552809;77
2018;3552908;0
2018;3553005;0
2018;3553104;0
2018;3553203;0
2018;3553302;8
2018;3553401;39
2018;3553500;0
2018;3553609;0
2018;3553658;0
2018;3553708;10
2018;3553807;7
2018;3553856;2
2018;3553906;1
2018;3553955;1
2018;3554003;55
2018;3554102;231
2018;3554201;0
2018;3554300;3
2018;3554409;2
2018;3554508;16
2018;3554607;1
2018;3554656;0
2018;3554706;0
2018;3554755;0
2018;3554805;13
2018;3554904;3
2018;3554953;0
2018;3555000;17
2018;3555109;3
2018;3555208;0
2018;3555307;0
2018;3555356;5
2018;3555406;125
2018;3555505;0
2018;3555604;1
2018;3555703;0
2018;3555802;2
2018;3555901;0
2018;3556008;2
2018;3556107;0
2018;3556206;51
2018;3556305;2
2018;3556354;6
2018;3556404;11
2018;3556453;4
2018;3556503;20
2018;3556602;5
2018;3556701;72
2018;3556800;0
2018;3556909;1
2018;3556958;0
2018;3557006;34
2018;3557105;51
2018;3557154;0
2018;3557204;2
2018;3557303;3
2017;3500105;0
2017;3500204;0
2017;3500303;5
2017;3500402;2
2017;3500501;4
2017;3500550;0
2017;3500600;0
2017;3500709;6
2017;3500758;0
2017;3500808;0
2017;3500907;1
2017;3501004;2
2017;3501103;0
2017;3501152;0
2017;3501202;0
2017;3501301;2
2017;3501400;1
2017;3501509;0
2017;3501608;42
2017;3501707;0
2017;3501806;0
2017;3501905;94
2017;3502002;0
2017;3502101;7
2017;3502200;1
2017;3502309;1
2017;3502408;0
2017;3502507;3
2017;3502606;0
2017;3502705;3
2017;3502754;5
2017;3502804;200
2017;3502903;12
2017;3503000;0
2017;3503109;8
2017;3503158;1
2017;3503208;61
2017;3503307;12
2017;3503356;0
2017;3503406;0
2017;3503505;2
2017;3503604;0
2017;3503703;0
2017;3503802;6
2017;3503901;26
2017;3503950;0
2017;3504008;19
2017;3504107;151
2017;3504206;0
2017;3504305;3
2017;3504404;1
2017;3504503;47
2017;3504602;2
2017;3504701;0
2017;3504800;2
2017;3504909;0
2017;3505005;0
2017;3505104;0
2017;3505203;7
2017;3505302;0
2017;3505351;1
2017;3505401;0
2017;3505500;98
2017;3505609;1
2017;3505708;171
2017;3505807;0
2017;3505906;90
2017;3506003;319
2017;3506102;14
2017;3506201;0
2017;3506300;3
2017;3506359;43
2017;3506409;0
2017;3506508;131
2017;3506607;0
2017;3506706;1
2017;3506805;1
2017;3506904;1
2017;3507001;25
2017;3507100;11
2017;3507159;0
2017;3507209;0
2017;3507308;0
2017;3507407;3
2017;3507456;0
2017;3507506;16
2017;3507605;139
2017;3507704;0
2017;3507753;0
2017;3507803;0
2017;3507902;11
2017;3508009;1
2017;3508108;9
2017;3508207;0
2017;3508306;0
2017;3508405;0
2017;3508504;20
2017;3508603;7
2017;3508702;1
2017;3508801;0
2017;3508900;0
2017;3509007;4
2017;3509106;0
2017;3509205;13
2017;3509254;5
2017;3509304;0
2017;3509403;1
2017;3509452;0
2017;3509502;1160
2017;3509601;13
2017;3509700;4
2017;3509809;0
2017;3509908;2
2017;3509957;0
2017;3510005;11
2017;3510104;0
2017;3510153;0
2017;3510203;2
2017;3510302;1
