ano;cod_ibge;n_fam_rua
2015;3533908;11
2015;3534005;0
2015;3534104;0
2015;3534203;0
2015;3534302;5
2015;3534401;108
2015;3534500;0
2015;3534609;0
2015;3534708;81
2015;3534757;0
2015;3534807;0
2015;3534906;0
2015;3535002;0
2015;3535101;0
2015;3535200;4
2015;3535309;1
2015;3535408;2
2015;3535507;10
2015;3535606;0
2015;3535705;0
2015;3535804;0
2015;3535903;0
2015;3536000;0
2015;3536109;1
2015;3536208;1
2015;3536257;0
2015;3536307;0
2015;3536406;0
2015;3536505;2
2015;3536570;0
2015;3536604;0
2015;3536703;28
2015;3536802;0
2015;3536901;0
2015;3537008;0
2015;3537107;3
2015;3537156;0
2015;3537206;3
2015;3537305;37
2015;3537404;2
2015;3537503;0
2015;3537602;1
2015;3537701;0
2015;3537800;3
2015;3537909;2
2015;3538006;3
2015;3538105;0
2015;3538204;0
2015;3538303;0
2015;3538501;0
2015;3538600;1
2015;3538709;192
2015;3538808;0
2015;3538907;3
2015;3539004;0
2015;3539103;0
2015;3539202;0
2015;3539301;22
2015;3539400;2
2015;3539509;1
2015;3539608;0
2015;3539707;0
2015;3539806;64
2015;3539905;0
2015;3540002;0
2015;3540101;0
2015;3540200;7
2015;3540259;0
2015;3540309;0
2015;3540408;0
2015;3540507;0
2015;3540606;14
2015;3540705;18
2015;3540754;0
2015;3540804;1
2015;3540853;0
2015;3540903;1
2015;3541000;66
2015;3541059;0
2015;3541109;0
2015;3541208;1
2015;3541307;1
2015;3541406;145
2015;3541505;6
2015;3541604;0
2015;3541653;0
2015;3541703;2
2015;3541802;0
2015;3541901;2
2015;3542008;0
2015;3542107;1
2015;3542206;1
2015;3542305;0
2015;3542404;7
2015;3542503;0
2015;3542602;8
2015;3542701;0
2015;3542800;0
2015;3542909;0
2015;3543006;0
2015;3543105;0
2015;3543204;1
2015;3543238;1
2015;3543253;0
2015;3543303;14
2015;3543402;188
2015;3543501;0
2015;3543600;1
2015;3543709;3
2015;3543808;0
2015;3543907;35
2015;3544004;2
2015;3544103;4
2015;3544202;1
2015;3544251;0
2015;3544301;0
2015;3544400;0
2015;3544509;0
2015;3544608;0
2015;3544707;0
2015;3544806;0
2015;3544905;0
2015;3545001;2
2015;3545100;0
2015;3545159;1
2015;3545209;22
2015;3545308;0
2015;3545407;2
2015;3545506;0
2015;3545605;0
2015;3545704;0
2015;3545803;32
2015;3546009;1
2015;3546108;0
2015;3546207;0
2015;3546256;0
2015;3546306;6
2015;3546405;12
2015;3546504;2
2015;3546603;1
2015;3546702;6
2015;3546801;18
2015;3546900;0
2015;3547007;0
2015;3547106;0
2015;3547205;0
2015;3547304;0
2015;3547403;0
2015;3547502;0
2015;3547601;0
2015;3547650;0
2015;3547700;1
2015;3547809;309
2015;3547908;0
2015;3548005;0
2015;3548054;0
2015;3548104;0
2015;3548203;0
2015;3548302;0
2015;3548401;0
2015;3548500;347
2015;3548609;0
2015;3548708;312
2015;3548807;0
2015;3548906;68
2015;3549003;0
2015;3549102;13
2015;3549201;0
2015;3549250;0
2015;3549300;0
2015;3549409;5
2015;3549508;0
2015;3549607;0
2015;3549706;12
2015;3549805;157
2015;3549904;269
2015;3549953;0
2015;3550001;0
2015;3550100;2
2015;3550209;0
2015;3550308;17541
2015;3550407;0
2015;3550506;2
2015;3550605;7
2015;3550704;14
2015;3550803;0
2015;3550902;2
2015;3551009;75
2015;3551108;0
2015;3551207;0
2015;3551306;0
2015;3551405;0
2015;3551504;0
2015;3551603;0
2015;3551702;44
2015;3551801;0
2015;3551900;2
2015;3552007;0
2015;3552106;0
2015;3552205;242
2015;3552304;0
2015;3552403;21
2015;3552502;280
2015;3552551;1
2015;3552601;1
2015;3552700;0
2015;3552809;42
2015;3552908;0
2015;3553005;1
2015;3553104;0
2015;3553203;1
2015;3553302;7
2015;3553401;0
2015;3553500;0
2015;3553609;0
2015;3553658;0
2015;3553708;7
2015;3553807;3
2015;3553856;1
2015;3553906;0
2015;3553955;0
2015;3554003;24
2015;3554102;106
2015;3554201;0
2015;3554300;0
2015;3554409;1
2015;3554508;0
2015;3554607;0
2015;3554656;0
2015;3554706;0
2015;3554755;0
2015;3554805;1
2015;3554904;0
2015;3554953;0
2015;3555000;2
2015;3555109;0
2015;3555208;0
2015;3555307;0
2015;3555356;0
2015;3555406;9
2015;3555505;0
2015;3555604;0
2015;3555703;0
2015;3555802;0
2015;3555901;0
2015;3556008;0
2015;3556107;0
2015;3556206;5
2015;3556305;0
2015;3556354;0
2015;3556404;4
2015;3556453;0
2015;3556503;1
2015;3556602;0
2015;3556701;26
2015;3556800;0
2015;3556909;0
2015;3556958;0
2015;3557006;4
2015;3557105;4
2015;3557154;0
2015;3557204;0
2015;3557303;1
2014;3500105;0
2014;3500204;0
2014;3500303;2
2014;3500402;0
2014;3500501;4
2014;3500550;0
2014;3500600;0
2014;3500709;2
2014;3500758;0
2014;3500808;0
2014;3500907;0
2014;3501004;2
2014;3501103;0
2014;3501152;0
2014;3501202;0
2014;3501301;0
2014;3501400;0
2014;3501509;0
2014;3501608;20
2014;3501707;0
2014;3501806;0
2014;3501905;64
2014;3502002;0
2014;3502101;3
2014;3502200;0
2014;3502309;0
2014;3502408;0
2014;3502507;0
2014;3502606;0
2014;3502705;1
2014;3502754;0
2014;3502804;51
2014;3502903;1
2014;3503000;0
2014;3503109;4
2014;3503158;1
2014;3503208;35
2014;3503307;16
2014;3503356;0
2014;3503406;1
2014;3503505;0
2014;3503604;0
2014;3503703;0
2014;3503802;6
2014;3503901;1
2014;3503950;0
2014;3504008;26
2014;3504107;38
2014;3504206;0
2014;3504305;0
2014;3504404;0
2014;3504503;6
2014;3504602;2
2014;3504701;0
2014;3504800;1
2014;3504909;0
2014;3505005;0
2014;3505104;0
2014;3505203;0
2014;3505302;0
2014;3505351;0
2014;3505401;0
2014;3505500;37
2014;3505609;0
2014;3505708;1
2014;3505807;0
2014;3505906;8
2014;3506003;232
2014;3506102;2
2014;3506201;0
2014;3506300;0
2014;3506359;21
2014;3506409;0
2014;3506508;7
2014;3506607;0
2014;3506706;0
2014;3506805;1
2014;3506904;0
2014;3507001;11
2014;3507100;1
2014;3507159;0
2014;3507209;0
2014;3507308;0
2014;3507407;1
2014;3507456;0
2014;3507506;18
2014;3507605;66
2014;3507704;0
2014;3507753;0
2014;3507803;0
2014;3507902;3
2014;3508009;0
2014;3508108;1
2014;3508207;0
2014;3508306;0
2014;3508405;1
2014;3508504;8
2014;3508603;0
2014;3508702;1
2014;3508801;1
2014;3508900;0
2014;3509007;0
2014;3509106;0
2014;3509205;1
2014;3509254;1
2014;3509304;0
2014;3509403;0
2014;3509452;0
2014;3509502;112
2014;3509601;0
2014;3509700;2
2014;3509809;0
2014;3509908;1
2014;3509957;0
2014;3510005;1
2014;3510104;0
2014;3510153;0
2014;3510203;0
2014;3510302;0
2014;3510401;36
2014;3510500;20
2014;3510609;4
2014;3510708;0
2014;3510807;2
2014;3510906;0
2014;3511003;0
2014;3511102;5
2014;3511201;0
2014;3511300;0
2014;3511409;0
2014;3511508;0
2014;3511607;4
2014;3511706;0
2014;3511904;0
2014;3512001;0
2014;3512100;0
2014;3512209;2
2014;3512308;1
2014;3512407;0
2014;3512506;0
2014;3512605;0
2014;3512704;0
2014;3512803;14
2014;3512902;0
2014;3513009;14
2014;3513108;7
2014;3513207;3
2014;3513306;0
2014;3513405;1
2014;3513504;55
2014;3513603;0
2014;3513702;7
2014;3513801;93
2014;3513850;0
2014;3513900;0
2014;3514007;0
2014;3514106;0
2014;3514205;0
2014;3514304;0
2014;3514403;7
2014;3514502;0
2014;3514601;0
2014;3514700;0
2014;3514809;0
2014;3514908;1
2014;3514924;0
2014;3514957;0
2014;3515004;67
2014;3515103;4
2014;3515129;0
2014;3515152;1
2014;3515186;1
2014;3515194;0
2014;3515202;0
2014;3515301;0
2014;3515350;0
2014;3515400;0
2014;3515509;19
2014;3515608;0
2014;3515657;0
2014;3515707;1
2014;3515806;0
2014;3515905;0
2014;3516002;0
2014;3516101;0
2014;3516200;115
2014;3516309;0
2014;3516408;13
2014;3516507;0
2014;3516606;1
2014;3516705;4
2014;3516804;0
2014;3516853;0
2014;3516903;0
2014;3517000;0
2014;3517109;0
2014;3517208;0
2014;3517307;0
2014;3517406;4
2014;3517505;0
2014;3517604;0
2014;3517703;0
2014;3517802;0
2014;3517901;0
2014;3518008;1
2014;3518107;0
2014;3518206;0
2014;3518305;3
2014;3518404;9
2014;3518503;0
2014;3518602;0
2014;3518701;147
2014;3518800;233
2014;3518859;0
2014;3518909;0
2014;3519006;0
2014;3519055;0
2014;3519071;0
2014;3519105;0
2014;3519204;0
2014;3519253;0
2014;3519303;2
2014;3519402;0
2014;3519501;0
2014;3519600;4
2014;3519709;2
2014;3519808;2
2014;3519907;0
2014;3520004;0
2014;3520103;0
2014;3520202;3
2014;3520301;0
2014;3520400;0
2014;3520426;0
2014;3520442;2
2014;3520509;53
2014;3520608;0
2014;3520707;0
2014;3520806;0
2014;3520905;5
2014;3521002;0
2014;3521101;0
2014;3521150;0
2014;3521200;0
2014;3521309;1
2014;3521408;0
2014;3521507;0
2014;3521606;0
2014;3521705;0
2014;3521804;7
2014;3521903;47
2014;3522000;0
2014;3522109;24
2014;3522158;0
2014;3522208;17
2014;3522307;12
2014;3522406;15
2014;3522505;13
2014;3522604;28
2014;3522653;0
2014;3522703;0
2014;3522802;0
2014;3522901;0
2014;3523008;1
2014;3523107;4
2014;3523206;4
2014;3523305;0
2014;3523404;9
2014;3523503;0
2014;3523602;6
2014;3523701;0
2014;3523800;0
2014;3523909;0
2014;3524006;2
2014;3524105;2
2014;3524204;0
2014;3524303;22
2014;3524402;80
2014;3524501;0
2014;3524600;3
2014;3524709;0
2014;3524808;18
2014;3524907;0
2014;3525003;15
2014;3525102;1
2014;3525201;0
2014;3525300;23
2014;3525409;0
2014;3525508;0
2014;3525607;0
2014;3525706;2
2014;3525805;0
2014;3525854;0
2014;3525904;73
2014;3526001;0
2014;3526100;0
2014;3526209;0
2014;3526308;0
2014;3526407;0
2014;3526506;0
2014;3526605;0
2014;3526704;0
2014;3526803;10
2014;3526902;62
2014;3527009;2
2014;3527108;23
2014;3527207;3
2014;3527256;0
2014;3527306;1
2014;3527405;0
2014;3527504;0
2014;3527603;0
2014;3527702;0
2014;3527801;0
2014;3527900;0
2014;3528007;0
2014;3528106;0
2014;3528205;0
2014;3528304;0
2014;3528403;0
2014;3528502;4
2014;3528601;1
2014;3528700;0
2014;3528809;0
2014;3528858;0
2014;3528908;0
2014;3529005;94
2014;3529104;0
2014;3529203;2
2014;3529302;2
2014;3529401;67
2014;3529500;0
2014;3529609;0
2014;3529658;0
2014;3529708;0
2014;3529807;0
2014;3529906;2
2014;3530003;0
2014;3530102;3
2014;3530201;1
2014;3530300;44
2014;3530409;0
2014;3530508;8
2014;3530607;61
2014;3530706;17
2014;3530805;16
2014;3530904;0
2014;3531001;0
2014;3531100;3
2014;3531209;0
2014;3531308;0
2014;3531407;5
2014;3531506;0
2014;3531605;0
2014;3531704;0
2014;3531803;4
2014;3531902;6
2014;3532009;0
2014;3532058;0
2014;3532108;0
2014;3532157;0
2014;3532207;1
2014;3532306;0
2014;3532405;1
2014;3532504;0
2014;3532603;0
2014;3532702;0
2014;3532801;0
2014;3532827;0
2014;3532843;0
2014;3532868;0
2014;3532900;0
2014;3533007;3
2014;3533106;0
2014;3533205;0
2014;3533254;0
2014;3533304;0
2014;3533403;0
2014;3533502;12
2014;3533601;0
2014;3533700;0
2014;3533809;0
2014;3533908;11
2014;3534005;0
2014;3534104;0
2014;3534203;0
2014;3534302;2
2014;3534401;61
2014;3534500;0
2014;3534609;0
2014;3534708;55
2014;3534757;0
2014;3534807;0
2014;3534906;0
2014;3535002;0
2014;3535101;0
2014;3535200;0
2014;3535309;0
2014;3535408;1
2014;3535507;7
2014;3535606;0
2014;3535705;0
2014;3535804;1
2014;3535903;0
2014;3536000;0
2014;3536109;1
2014;3536208;1
2014;3536257;0
2014;3536307;0
2014;3536406;0
2014;3536505;3
2014;3536570;0
2014;3536604;0
2014;3536703;25
2014;3536802;0
2014;3536901;0
2014;3537008;0
2014;3537107;3
2014;3537156;0
2014;3537206;0
2014;3537305;29
2014;3537404;2
2014;3537503;0
2014;3537602;1
2014;3537701;0
2014;3537800;3
2014;3537909;1
2014;3538006;8
2014;3538105;0
2014;3538204;0
2014;3538303;0
2014;3538501;0
2014;3538600;1
2014;3538709;136
2014;3538808;0
2014;3538907;1
2014;3539004;0
2014;3539103;0
2014;3539202;1
2014;3539301;6
2014;3539400;2
2014;3539509;1
2014;3539608;0
2014;3539707;0
2014;3539806;50
2014;3539905;0
2014;3540002;0
2014;3540101;0
2014;3540200;3
2014;3540259;0
2014;3540309;0
2014;3540408;0
2014;3540507;0
2014;3540606;7
2014;3540705;5
2014;3540754;0
2014;3540804;1
2014;3540853;0
2014;3540903;1
2014;3541000;48
2014;3541059;0
2014;3541109;0
2014;3541208;1
2014;3541307;0
2014;3541406;128
2014;3541505;6
2014;3541604;0
2014;3541653;0
2014;3541703;1
2014;3541802;0
2014;3541901;1
2014;3542008;0
2014;3542107;0
2014;3542206;0
2014;3542305;0
2014;3542404;7
2014;3542503;0
2014;3542602;4
2014;3542701;0
2014;3542800;0
2014;3542909;0
2014;3543006;0
2014;3543105;0
2014;3543204;1
2014;3543238;1
2014;3543253;0
2014;3543303;12
2014;3543402;72
2014;3543501;0
2014;3543600;1
2014;3543709;0
2014;3543808;0
2014;3543907;23
2014;3544004;2
2014;3544103;1
2014;3544202;1
2014;3544251;0
2014;3544301;0
2014;3544400;0
2014;3544509;0
2014;3544608;0
2014;3544707;0
2014;3544806;0
2014;3544905;0
2014;3545001;2
2014;3545100;0
2014;3545159;0
2014;3545209;16
2014;3545308;0
2014;3545407;2
2014;3545506;0
2014;3545605;0
2014;3545704;0
2014;3545803;30
2014;3546009;1
2014;3546108;0
2014;3546207;0
2014;3546256;0
2014;3546306;7
2014;3546405;7
2014;3546504;2
2014;3546603;2
2014;3546702;9
2014;3546801;16
2014;3546900;0
2014;3547007;0
2014;3547106;0
2014;3547205;0
2014;3547304;0
2014;3547403;0
2014;3547502;0
2014;3547601;0
2014;3547650;0
2014;3547700;0
2014;3547809;296
2014;3547908;0
2014;3548005;0
2014;3548054;0
2014;3548104;0
2014;3548203;0
2014;3548302;0
2014;3548401;0
2014;3548500;210
2014;3548609;0
2014;3548708;118
2014;3548807;0
2014;3548906;49
2014;3549003;0
2014;3549102;10
2014;3549201;0
2014;3549250;0
2014;3549300;0
2014;3549409;6
2014;3549508;0
2014;3549607;0
2014;3549706;0
2014;3549805;90
2014;3549904;237
2014;3549953;0
2014;3550001;0
2014;3550100;2
2014;3550209;0
2014;3550308;12395
2014;3550407;0
2014;3550506;1
2014;3550605;3
2014;3550704;15
2014;3550803;0
2014;3550902;2
2014;3551009;34
2014;3551108;0
2014;3551207;0
2014;3551306;0
2014;3551405;0
2014;3551504;0
2014;3551603;0
2014;3551702;39
2014;3551801;0
2014;3551900;0
2014;3552007;0
2014;3552106;0
2014;3552205;58
2014;3552304;0
2014;3552403;21
2014;3552502;266
2014;3552551;0
2014;3552601;1
2014;3552700;0
2014;3552809;47
2014;3552908;0
2014;3553005;1
2014;3553104;0
2014;3553203;1
2014;3553302;8
2014;3553401;0
2014;3553500;0
2014;3553609;0
2014;3553658;0
2014;3553708;4
2014;3553807;5
2014;3553856;0
2014;3553906;0
2014;3553955;0
2014;3554003;25
2014;3554102;83
2014;3554201;0
2014;3554300;0
2014;3554409;1
2014;3554508;0
2014;3554607;0
2014;3554656;0
2014;3554706;0
2014;3554755;0
2014;3554805;1
2014;3554904;0
2014;3554953;0
2014;3555000;2
2014;3555109;0
2014;3555208;0
2014;3555307;0
2014;3555356;0
2014;3555406;4
2014;3555505;0
2014;3555604;0
2014;3555703;0
2014;3555802;0
2014;3555901;0
2014;3556008;0
2014;3556107;0
2014;3556206;6
2014;3556305;0
2014;3556354;0
2014;3556404;3
2014;3556453;0
2014;3556503;1
2014;3556602;0
2014;3556701;23
2014;3556800;0
2014;3556909;1
2014;3556958;0
2014;3557006;6
2014;3557105;3
2014;3557154;0
2014;3557204;0
2014;3557303;0
2013;3500105;0
2013;3500204;0
2013;3500303;1
2013;3500402;0
2013;3500501;4
2013;3500550;0
2013;3500600;0
2013;3500709;2
2013;3500758;0
2013;3500808;0
2013;3500907;0
2013;3501004;0
2013;3501103;0
2013;3501152;0
2013;3501202;0
2013;3501301;0
2013;3501400;0
2013;3501509;0
2013;3501608;7
2013;3501707;0
2013;3501806;0
2013;3501905;52
2013;3502002;0
2013;3502101;3
2013;3502200;0
2013;3502309;0
2013;3502408;0
2013;3502507;0
2013;3502606;0
2013;3502705;1
2013;3502754;0
2013;3502804;28
2013;3502903;1
2013;3503000;0
2013;3503109;2
2013;3503158;1
2013;3503208;36
2013;3503307;12
2013;3503356;0
2013;3503406;0
2013;3503505;0
2013;3503604;0
2013;3503703;0
2013;3503802;4
2013;3503901;1
2013;3503950;0
2013;3504008;16
2013;3504107;14
2013;3504206;0
2013;3504305;1
2013;3504404;0
2013;3504503;5
2013;3504602;2
2013;3504701;0
2013;3504800;2
2013;3504909;0
2013;3505005;0
2013;3505104;0
2013;3505203;1
2013;3505302;0
2013;3505351;0
2013;3505401;0
2013;3505500;9
2013;3505609;0
2013;3505708;1
2013;3505807;0
2013;3505906;8
2013;3506003;202
2013;3506102;0
2013;3506201;0
2013;3506300;0
2013;3506359;8
2013;3506409;0
2013;3506508;5
2013;3506607;0
2013;3506706;0
2013;3506805;1
2013;3506904;0
2013;3507001;11
2013;3507100;1
2013;3507159;0
2013;3507209;0
2013;3507308;0
2013;3507407;2
2013;3507456;0
2013;3507506;21
2013;3507605;47
2013;3507704;0
2013;3507753;0
2013;3507803;0
2013;3507902;1
2013;3508009;0
2013;3508108;0
2013;3508207;0
2013;3508306;0
2013;3508405;0
2013;3508504;9
2013;3508603;0
2013;3508702;1
2013;3508801;1
2013;3508900;0
2013;3509007;0
2013;3509106;0
2013;3509205;1
2013;3509254;0
2013;3509304;0
2013;3509403;0
2013;3509452;0
2013;3509502;15
2013;3509601;0
2013;3509700;0
2013;3509809;0
2013;3509908;1
2013;3509957;0
2013;3510005;1
2013;3510104;0
2013;3510153;0
2013;3510203;0
2013;3510302;0
2013;3510401;15
2013;3510500;21
2013;3510609;1
2013;3510708;0
2013;3510807;1
2013;3510906;0
2013;3511003;0
2013;3511102;1
2013;3511201;0
2013;3511300;0
2013;3511409;0
2013;3511508;1
2013;3511607;2
2013;3511706;0
2013;3511904;0
2013;3512001;0
2013;3512100;0
2013;3512209;2
2013;3512308;1
2013;3512407;0
2013;3512506;0
2013;3512605;0
2013;3512704;0
2013;3512803;5
2013;3512902;0
2013;3513009;1
2013;3513108;6
2013;3513207;2
2013;3513306;0
2013;3513405;1
2013;3513504;13
2013;3513603;0
2013;3513702;2
2013;3513801;64
2013;3513850;0
2013;3513900;0
2013;3514007;0
2013;3514106;0
2013;3514205;0
2013;3514304;0
2013;3514403;2
2013;3514502;0
2013;3514601;0
2013;3514700;0
2013;3514809;0
2013;3514908;1
2013;3514924;0
2013;3514957;0
2013;3515004;44
2013;3515103;2
2013;3515129;0
2013;3515152;0
2013;3515186;1
2013;3515194;0
2013;3515202;0
2013;3515301;0
2013;3515350;0
2013;3515400;0
2013;3515509;5
2013;3515608;0
2013;3515657;0
2013;3515707;2
2013;3515806;0
2013;3515905;0
2013;3516002;0
2013;3516101;0
2013;3516200;43
2013;3516309;0
2013;3516408;10
2013;3516507;0
2013;3516606;1
2013;3516705;0
2013;3516804;0
2013;3516853;0
2013;3516903;0
2013;3517000;0
2013;3517109;0
2013;3517208;0
2013;3517307;0
2013;3517406;2
2013;3517505;0
2013;3517604;0
2013;3517703;0
2013;3517802;0
2013;3517901;0
2013;3518008;0
2013;3518107;0
2013;3518206;0
2013;3518305;2
2013;3518404;5
2013;3518503;0
2013;3518602;0
2013;3518701;131
2013;3518800;119
2013;3518859;0
2013;3518909;0
2013;3519006;0
2013;3519055;0
2013;3519071;0
2013;3519105;0
2013;3519204;0
2013;3519253;0
2013;3519303;2
2013;3519402;0
2013;3519501;0
2013;3519600;5
2013;3519709;3
2013;3519808;1
2013;3519907;0
2013;3520004;0
2013;3520103;0
2013;3520202;0
2013;3520301;0
2013;3520400;0
2013;3520426;0
2013;3520442;0
2013;3520509;17
2013;3520608;0
2013;3520707;0
2013;3520806;0
2013;3520905;5
2013;3521002;0
2013;3521101;0
2013;3521150;0
2013;3521200;0
2013;3521309;1
2013;3521408;0
2013;3521507;0
2013;3521606;0
2013;3521705;0
2013;3521804;2
2013;3521903;50
2013;3522000;0
2013;3522109;5
2013;3522158;0
2013;3522208;12
2013;3522307;0
2013;3522406;9
2013;3522505;1
2013;3522604;12
2013;3522653;0
2013;3522703;1
2013;3522802;0
2013;3522901;0
2013;3523008;0
2013;3523107;2
2013;3523206;3
2013;3523305;0
2013;3523404;10
2013;3523503;1
2013;3523602;6
2013;3523701;0
2013;3523800;0
2013;3523909;0
2013;3524006;0
2013;3524105;0
2013;3524204;0
2013;3524303;1
2013;3524402;52
2013;3524501;0
2013;3524600;1
2013;3524709;0
2013;3524808;19
2013;3524907;0
2013;3525003;9
2013;3525102;0
2013;3525201;0
2013;3525300;9
2013;3525409;0
2013;3525508;0
2013;3525607;0
2013;3525706;0
2013;3525805;0
2013;3525854;0
2013;3525904;24
2013;3526001;0
2013;3526100;0
2013;3526209;0
2013;3526308;0
2013;3526407;0
2013;3526506;0
2013;3526605;0
2013;3526704;0
2013;3526803;6
2013;3526902;34
2013;3527009;0
2013;3527108;8
2013;3527207;0
2013;3527256;0
2013;3527306;1
2013;3527405;0
2013;3527504;0
2013;3527603;0
2013;3527702;0
2013;3527801;0
2013;3527900;0
2013;3528007;0
2013;3528106;0
2013;3528205;0
2013;3528304;0
2013;3528403;0
2013;3528502;0
2013;3528601;0
2013;3528700;0
2013;3528809;0
2013;3528858;0
2013;3528908;0
2013;3529005;44
2013;3529104;0
2013;3529203;2
2013;3529302;2
2013;3529401;31
2013;3529500;0
2013;3529609;0
2013;3529658;0
2013;3529708;0
2013;3529807;0
2013;3529906;1
2013;3530003;0
2013;3530102;3
2013;3530201;0
2013;3530300;40
2013;3530409;0
2013;3530508;2
2013;3530607;7
2013;3530706;10
2013;3530805;11
2013;3530904;0
2013;3531001;0
2013;3531100;2
2013;3531209;0
2013;3531308;0
2013;3531407;2
2013;3531506;0
2013;3531605;0
2013;3531704;0
2013;3531803;3
2013;3531902;3
2013;3532009;0
2013;3532058;0
2013;3532108;0
2013;3532157;0
2013;3532207;1
2013;3532306;0
2013;3532405;1
2013;3532504;0
2013;3532603;0
2013;3532702;0
2013;3532801;0
2013;3532827;0
2013;3532843;0
2013;3532868;0
2013;3532900;0
2013;3533007;3
2013;3533106;0
2013;3533205;0
2013;3533254;0
2013;3533304;0
2013;3533403;0
2013;3533502;11
2013;3533601;0
2013;3533700;0
2013;3533809;0
2013;3533908;6
2013;3534005;0
2013;3534104;0
2013;3534203;0
2013;3534302;2
2013;3534401;1
2013;3534500;0
2013;3534609;0
2013;3534708;27
2013;3534757;0
2013;3534807;0
2013;3534906;0
2013;3535002;0
2013;3535101;0
2013;3535200;0
2013;3535309;0
2013;3535408;0
2013;3535507;6
2013;3535606;0
2013;3535705;0
2013;3535804;1
2013;3535903;0
2013;3536000;0
2013;3536109;1
2013;3536208;2
2013;3536257;0
2013;3536307;0
2013;3536406;0
2013;3536505;2
2013;3536570;0
2013;3536604;0
2013;3536703;21
2013;3536802;0
2013;3536901;0
2013;3537008;0
2013;3537107;5
2013;3537156;0
2013;3537206;0
2013;3537305;20
2013;3537404;0
2013;3537503;0
2013;3537602;1
2013;3537701;0
2013;3537800;0
2013;3537909;0
2013;3538006;8
2013;3538105;0
2013;3538204;0
2013;3538303;0
2013;3538501;0
2013;3538600;3
2013;3538709;58
2013;3538808;0
2013;3538907;2
2013;3539004;0
2013;3539103;0
2013;3539202;1
2013;3539301;2
2013;3539400;1
2013;3539509;0
2013;3539608;0
2013;3539707;0
2013;3539806;33
2013;3539905;0
2013;3540002;0
2013;3540101;0
2013;3540200;4
2013;3540259;0
2013;3540309;0
2013;3540408;0
2013;3540507;0
2013;3540606;8
2013;3540705;1
2013;3540754;0
2013;3540804;0
2013;3540853;0
2013;3540903;0
2013;3541000;24
2013;3541059;0
2013;3541109;0
2013;3541208;0
2013;3541307;0
2013;3541406;61
2013;3541505;5
2013;3541604;0
2013;3541653;0
2013;3541703;0
2013;3541802;0
2013;3541901;1
2013;3542008;0
2013;3542107;0
2013;3542206;1
2013;3542305;0
2013;3542404;8
2013;3542503;0
2013;3542602;5
2013;3542701;0
2013;3542800;0
2013;3542909;0
2013;3543006;0
2013;3543105;0
2013;3543204;0
2013;3543238;0
2013;3543253;0
2013;3543303;0
2013;3543402;3
2013;3543501;0
2013;3543600;1
2013;3543709;0
2013;3543808;0
2013;3543907;13
2013;3544004;1
2013;3544103;0
2013;3544202;1
2013;3544251;0
2013;3544301;0
2013;3544400;0
2013;3544509;0
2013;3544608;0
2013;3544707;0
2013;3544806;0
2013;3544905;0
2013;3545001;0
2013;3545100;0
2013;3545159;0
2013;3545209;3
2013;3545308;0
2013;3545407;0
2013;3545506;0
2013;3545605;0
2013;3545704;0
2013;3545803;3
2013;3546009;1
2013;3546108;0
2013;3546207;0
2013;3546256;0
2013;3546306;4
2013;3546405;0
2013;3546504;2
2013;3546603;0
2013;3546702;7
2013;3546801;6
2013;3546900;0
2013;3547007;0
2013;3547106;0
2013;3547205;0
2013;3547304;0
2013;3547403;0
2013;3547502;0
2013;3547601;0
2013;3547650;0
2013;3547700;0
2013;3547809;251
2013;3547908;0
2013;3548005;0
2013;3548054;0
2013;3548104;0
2013;3548203;0
2013;3548302;0
2013;3548401;0
2013;3548500;64
2013;3548609;0
2013;3548708;22
2013;3548807;0
2013;3548906;36
2013;3549003;0
2013;3549102;9
2013;3549201;0
2013;3549250;0
2013;3549300;0
2013;3549409;4
2013;3549508;0
2013;3549607;0
2013;3549706;0
2013;3549805;62
2013;3549904;98
2013;3549953;0
2013;3550001;0
2013;3550100;0
2013;3550209;0
2013;3550308;7462
2013;3550407;0
2013;3550506;0
2013;3550605;4
2013;3550704;10
2013;3550803;1
2013;3550902;1
2013;3551009;13
2013;3551108;0
2013;3551207;0
2013;3551306;0
2013;3551405;0
2013;3551504;0
2013;3551603;0
2013;3551702;25
2013;3551801;0
2013;3551900;0
2013;3552007;0
2013;3552106;0
2013;3552205;1
2013;3552304;0
2013;3552403;23
2013;3552502;151
2013;3552551;0
2013;3552601;1
2013;3552700;0
2013;3552809;19
2013;3552908;0
2013;3553005;0
2013;3553104;0
2013;3553203;0
2013;3553302;9
2013;3553401;0
2013;3553500;0
2013;3553609;0
2013;3553658;0
2013;3553708;2
2013;3553807;4
2013;3553856;0
2013;3553906;0
2013;3553955;0
2013;3554003;15
2013;3554102;45
2013;3554201;0
2013;3554300;0
2013;3554409;0
2013;3554508;0
2013;3554607;0
2013;3554656;0
2013;3554706;0
2013;3554755;0
2013;3554805;0
2013;3554904;0
2013;3554953;0
2013;3555000;2
2013;3555109;0
2013;3555208;0
2013;3555307;0
2013;3555356;0
2013;3555406;2
2013;3555505;0
2013;3555604;0
2013;3555703;0
2013;3555802;0
2013;3555901;0
2013;3556008;0
2013;3556107;0
2013;3556206;6
2013;3556305;0
2013;3556354;0
2013;3556404;1
2013;3556453;0
2013;3556503;0
2013;3556602;0
2013;3556701;24
2013;3556800;0
2013;3556909;1
2013;3556958;0
2013;3557006;5
2013;3557105;0
2013;3557154;0
2013;3557204;0
2013;3557303;0
